merchant_id,merchant_name,merchant_category_code,merchant_category_name,merchant_country,acquirer_id,annual_volume,risk_level,created_at
MER64885110,Variety Shop - Mall #40,5999,MISC_RETAIL,USA,ACQ57526833,989917.77,LOW,2025-10-22T15:37:13.144732
MER94809456,Flower Shop - Street #41,5193,FLORISTS,USA,ACQ80412924,4141886.85,LOW,2025-10-22T15:37:13.144735
MER12742192,Highway Stop - West End #42,5541,GAS_STATIONS,USA,ACQ16364440,8831970.13,MEDIUM,2025-10-22T15:37:13.144738
MER19737727,Variety Shop - South #43,5999,MISC_RETAIL,USA,ACQ98776980,3893637.42,HIGH,2025-10-22T15:37:13.144740
MER56743964,Library Shop - North #44,5942,BOOKSTORES,USA,ACQ55914095,5967342.33,LOW,2025-10-22T15:37:13.144743
MER29475441,Fresh Market - South #45,5411,GROCERY_STORES,USA,ACQ88698588,9443500.61,MEDIUM,2025-10-22T15:37:13.144745
MER57417982,Film Center - Center #46,7832,MOVIE_THEATERS,USA,ACQ98849091,7625818.37,MEDIUM,2025-10-22T15:37:13.144748
MER43252637,Active Life - Square #47,7941,SPORTS_RECREATION,USA,ACQ87709603,2020273.58,HIGH,2025-10-22T15:37:13.144750
MER99312886,PC Store - Center #48,5045,COMPUTERS,USA,ACQ39208847,1006125.75,LOW,2025-10-22T15:37:13.144753
MER68211492,City Bus - East Side #49,4111,LOCAL_TRANSIT,USA,ACQ55924309,3636720.98,LOW,2025-10-22T15:37:13.144756
MER22029780,Beauty Spot - Square #50,7230,BEAUTY_SALONS,USA,ACQ98849091,8172490.00,LOW,2025-10-22T15:37:13.144758
MER52040395,Grand Hotel - Downtown #51,7011,HOTELS_MOTELS,USA,ACQ23796684,2130534.88,HIGH,2025-10-22T15:37:13.144761
MER52845570,Cinema Palace - West End #52,7832,MOVIE_THEATERS,USA,ACQ65324468,149015.83,LOW,2025-10-22T15:37:13.144763
MER58310633,Metro Transit - West End #53,4111,LOCAL_TRANSIT,USA,ACQ16364440,9518255.32,LOW,2025-10-22T15:37:13.144766
MER81248247,Hair Studio - Square #54,7230,BEAUTY_SALONS,USA,ACQ59422062,7330605.69,LOW,2025-10-22T15:37:13.144768
MER97841556,Electronics Plus - Uptown #55,5732,ELECTRONICS,USA,ACQ87709603,7873376.02,LOW,2025-10-22T15:37:13.144771
MER66022848,Variety Shop - East Side #56,5999,MISC_RETAIL,USA,ACQ87305838,538588.85,LOW,2025-10-22T15:37:13.144773
MER76244731,Asian Fusion - Mall #57,5812,RESTAURANTS,USA,ACQ26762752,5742904.14,HIGH,2025-10-22T15:37:13.144776
MER28849589,Steakhouse - East Side #58,5812,RESTAURANTS,USA,ACQ37193460,1790746.63,LOW,2025-10-22T15:37:13.144779
MER85489844,Quick Meds - Plaza #59,5912,DRUG_STORES,USA,ACQ48096553,6504980.94,MEDIUM,2025-10-22T15:37:13.144781
MER85366423,Fast Eats - West End #60,5814,FAST_FOOD,USA,ACQ75850566,4079560.08,LOW,2025-10-22T15:37:13.144784
MER62759575,Sky Airlines - Center #61,4511,AIRLINES,USA,ACQ75850566,2811787.69,LOW,2025-10-22T15:37:13.144786
MER91003112,Movie House - South #62,7832,MOVIE_THEATERS,USA,ACQ98776980,8529496.29,HIGH,2025-10-22T15:37:13.144789
MER53868685,Movie House - Street #63,7832,MOVIE_THEATERS,USA,ACQ88698588,9711968.57,HIGH,2025-10-22T15:37:13.144791
MER64356371,Bloom Garden - Center #64,5193,FLORISTS,USA,ACQ42686261,3604153.33,LOW,2025-10-22T15:37:13.144794
MER94768087,Flower Shop - East Side #65,5193,FLORISTS,USA,ACQ57526833,1438025.45,LOW,2025-10-22T15:37:13.144797
MER49115176,Quick Meds - Street #66,5912,DRUG_STORES,USA,ACQ23796684,4774197.99,LOW,2025-10-22T15:37:13.144800
MER36880070,Movie House - East Side #67,7832,MOVIE_THEATERS,USA,ACQ34991824,1905045.36,LOW,2025-10-22T15:37:13.144802
MER63693618,Active Life - North #68,7941,SPORTS_RECREATION,USA,ACQ16786748,2395249.27,HIGH,2025-10-22T15:37:13.144806
MER81226186,Health Drugs - North #69,5912,DRUG_STORES,USA,ACQ74171756,6733259.68,MEDIUM,2025-10-22T15:37:13.144809
MER91869010,Flower Shop - Square #70,5193,FLORISTS,USA,ACQ42686261,3020323.60,LOW,2025-10-22T15:37:13.144812
MER87660334,Tech World - East Side #71,5732,ELECTRONICS,USA,ACQ38169626,4540343.71,LOW,2025-10-22T15:37:13.144814
MER61724226,Express Gas - Center #72,5541,GAS_STATIONS,USA,ACQ83431757,9848237.71,LOW,2025-10-22T15:37:13.144817
MER31502905,Sky Airlines - Plaza #73,4511,AIRLINES,USA,ACQ54432539,9886353.13,HIGH,2025-10-22T15:37:13.144819
MER33384328,Quick Meds - Plaza #74,5912,DRUG_STORES,USA,ACQ92199302,1942106.54,LOW,2025-10-22T15:37:13.144822
MER22214738,Flower Shop - Mall #75,5193,FLORISTS,USA,ACQ98776980,5787468.89,HIGH,2025-10-22T15:37:13.144824
MER36535724,Tech World - Plaza #76,5732,ELECTRONICS,USA,ACQ19092335,51061.58,HIGH,2025-10-22T15:37:13.144827
MER87664847,Care Doctors - Square #77,8011,DOCTORS,USA,ACQ54432539,7263448.02,MEDIUM,2025-10-22T15:37:13.144830
MER75890253,City Center - Square #78,5311,DEPARTMENT_STORES,USA,ACQ82453506,7967061.11,MEDIUM,2025-10-22T15:37:13.144833
MER13250384,Family Department - Downtown #79,5311,DEPARTMENT_STORES,USA,ACQ87093960,2914113.65,MEDIUM,2025-10-22T15:37:13.144835
MER69711831,Comfort Shoes - Downtown #80,5661,SHOE_STORES,USA,ACQ92975636,104916.66,MEDIUM,2025-10-22T15:37:13.144838
MER83042329,Gadget Store - West End #81,5732,ELECTRONICS,USA,ACQ13413916,6658177.82,MEDIUM,2025-10-22T15:37:13.144840
MER69247005,Express Airways - Street #82,4511,AIRLINES,USA,ACQ77550151,6143773.28,MEDIUM,2025-10-22T15:37:13.144843
MER53065113,Fast Eats - Downtown #83,5814,FAST_FOOD,USA,ACQ13413916,5930296.04,LOW,2025-10-22T15:37:13.144845
MER35520424,City Center - West End #84,5311,DEPARTMENT_STORES,USA,ACQ86806618,1377409.09,MEDIUM,2025-10-22T15:37:13.144848
MER83822083,City Pharmacy - Uptown #85,5912,DRUG_STORES,USA,ACQ92975636,7192487.97,MEDIUM,2025-10-22T15:37:13.144850
MER98108841,Quick Meds - Street #86,5912,DRUG_STORES,USA,ACQ63601601,3366900.03,LOW,2025-10-22T15:37:13.144855
MER91028489,Sky Airlines - East Side #87,4511,AIRLINES,USA,ACQ59102917,2913975.56,LOW,2025-10-22T15:37:13.144857
MER56070575,Sky Airlines - East Side #88,4511,AIRLINES,USA,ACQ51737079,3719519.81,LOW,2025-10-22T15:37:13.144860
MER52810231,The Pub - North #89,5813,BARS_TAVERNS,USA,ACQ43200820,8959750.86,LOW,2025-10-22T15:37:13.144862
MER38539806,Flower Shop - East Side #90,5193,FLORISTS,USA,ACQ92975636,405561.62,HIGH,2025-10-22T15:37:13.144865
MER68169011,Beauty Spot - Avenue #91,7230,BEAUTY_SALONS,USA,ACQ57526833,3735356.98,LOW,2025-10-22T15:37:13.144867
MER74065849,Active Life - Uptown #92,7941,SPORTS_RECREATION,USA,ACQ11966938,9502470.53,LOW,2025-10-22T15:37:13.144870
MER52203217,Fast Eats - East Side #93,5814,FAST_FOOD,USA,ACQ16364440,6811166.22,LOW,2025-10-22T15:37:13.144872
MER64118378,Sports Bar - East Side #94,5813,BARS_TAVERNS,USA,ACQ65324468,435943.36,LOW,2025-10-22T15:37:13.144875
MER24612671,General Store - Plaza #95,5999,MISC_RETAIL,USA,ACQ21580031,376209.13,LOW,2025-10-22T15:37:13.144878
MER98304909,Burger Joint - Center #96,5814,FAST_FOOD,USA,ACQ48096553,2260355.21,MEDIUM,2025-10-22T15:37:13.144880
MER93646958,Quick Fuel - South #97,5541,GAS_STATIONS,USA,ACQ65324468,7679211.15,HIGH,2025-10-22T15:37:13.144883
MER64888326,Family Department - Uptown #98,5311,DEPARTMENT_STORES,USA,ACQ89360629,1604652.70,LOW,2025-10-22T15:37:13.144885
MER89462934,Everything Plus - Square #99,5999,MISC_RETAIL,USA,ACQ51737079,3311244.37,HIGH,2025-10-22T15:37:13.144888
MER92807035,Quick Bites - Plaza #100,5814,FAST_FOOD,USA,ACQ84722524,8608934.41,MEDIUM,2025-10-22T15:37:13.144891
MER74701493,Corner Tavern - Square #101,5813,BARS_TAVERNS,USA,ACQ63601601,5190156.52,LOW,2025-10-22T15:37:13.144893
MER40686231,Sports Center - South #102,7941,SPORTS_RECREATION,USA,ACQ39836388,316173.68,HIGH,2025-10-22T15:37:13.144896
MER88224625,Metro Transit - Square #103,4111,LOCAL_TRANSIT,USA,ACQ45308441,424727.39,LOW,2025-10-22T15:37:13.144898
MER64744163,Mega Store - South #104,5311,DEPARTMENT_STORES,USA,ACQ83431757,554543.54,MEDIUM,2025-10-22T15:37:13.144900
MER59046005,Grand Hotel - East Side #105,7011,HOTELS_MOTELS,USA,ACQ77184510,9036059.01,MEDIUM,2025-10-22T15:37:13.144903
MER20913854,City Bus - Square #106,4111,LOCAL_TRANSIT,USA,ACQ87709603,9058044.69,LOW,2025-10-22T15:37:13.144905
MER56858115,Active Life - Mall #107,7941,SPORTS_RECREATION,USA,ACQ10563009,3560480.66,LOW,2025-10-22T15:37:13.144908
MER42319649,Fitness Club - West End #108,7941,SPORTS_RECREATION,USA,ACQ75850566,9939273.84,LOW,2025-10-22T15:37:13.144911
MER30037051,Fast Eats - Street #109,5814,FAST_FOOD,USA,ACQ82453506,8719448.60,LOW,2025-10-22T15:37:13.144913
MER97147048,Gadget Store - Downtown #110,5732,ELECTRONICS,USA,ACQ23920854,5805011.04,LOW,2025-10-22T15:37:13.144916
MER97581358,Flower Shop - East Side #111,5193,FLORISTS,USA,ACQ92975636,4363837.74,LOW,2025-10-22T15:37:13.144919
MER48371149,City Bus - Avenue #112,4111,LOCAL_TRANSIT,USA,ACQ26762752,4018895.16,LOW,2025-10-22T15:37:13.144922
MER40097152,Sports Center - Downtown #113,7941,SPORTS_RECREATION,USA,ACQ98776980,9237339.79,MEDIUM,2025-10-22T15:37:13.144924
MER52132078,Glamour Salon - Uptown #114,7230,BEAUTY_SALONS,USA,ACQ83195410,5127047.50,MEDIUM,2025-10-22T15:37:13.144927
MER60643941,Sky Airlines - North #115,4511,AIRLINES,USA,ACQ65459438,539865.07,MEDIUM,2025-10-22T15:37:13.144929
MER67215818,Metro Transit - North #116,4111,LOCAL_TRANSIT,USA,ACQ34991824,9100254.14,MEDIUM,2025-10-22T15:37:13.144932
MER33556082,Organic Market - South #117,5411,GROCERY_STORES,USA,ACQ37193460,3144642.51,LOW,2025-10-22T15:37:13.144934
MER68923681,City Center - Center #118,5311,DEPARTMENT_STORES,USA,ACQ75850566,8729346.08,LOW,2025-10-22T15:37:13.144937
MER11109040,Fitness Club - North #119,7941,SPORTS_RECREATION,USA,ACQ80412924,9616777.83,LOW,2025-10-22T15:37:13.144940
MER57606194,Italian Kitchen - West End #120,5812,RESTAURANTS,USA,ACQ16364440,8786844.00,MEDIUM,2025-10-22T15:37:13.144942
MER10370804,Express Airways - East Side #121,4511,AIRLINES,USA,ACQ63601601,9558667.43,MEDIUM,2025-10-22T15:37:13.144945
MER60322991,Grand Hotel - Center #122,7011,HOTELS_MOTELS,USA,ACQ83195410,5073212.16,MEDIUM,2025-10-22T15:37:13.144947
MER35826853,Tech World - Center #123,5732,ELECTRONICS,USA,ACQ26762752,5371256.50,LOW,2025-10-22T15:37:13.144950
MER93384367,Family Department - North #124,5311,DEPARTMENT_STORES,USA,ACQ88698588,1716912.02,LOW,2025-10-22T15:37:13.144952
MER73246295,Quick Fuel - East Side #125,5541,GAS_STATIONS,USA,ACQ39836388,1488867.48,LOW,2025-10-22T15:37:13.144956
MER31762251,Library Shop - Center #126,5942,BOOKSTORES,USA,ACQ73223827,2866850.95,LOW,2025-10-22T15:37:13.144959
MER32014315,City Bus - North #127,4111,LOCAL_TRANSIT,USA,ACQ95206264,865172.19,MEDIUM,2025-10-22T15:37:13.144962
MER42713726,Highway Stop - Uptown #128,5541,GAS_STATIONS,USA,ACQ55924309,6122417.90,MEDIUM,2025-10-22T15:37:13.144964
MER20238184,Variety Shop - Mall #129,5999,MISC_RETAIL,USA,ACQ87093960,5862484.56,LOW,2025-10-22T15:37:13.144967
MER21449324,Steakhouse - Downtown #130,5812,RESTAURANTS,USA,ACQ42686261,4313405.62,HIGH,2025-10-22T15:37:13.144970
MER59300695,Health Clinic - Center #131,8011,DOCTORS,USA,ACQ87093960,2575954.60,HIGH,2025-10-22T15:37:13.144974
MER95715332,Global Air - North #132,4511,AIRLINES,USA,ACQ77184510,1328097.02,LOW,2025-10-22T15:37:13.144977
MER11757451,City Bus - Avenue #133,4111,LOCAL_TRANSIT,USA,ACQ38169626,4828352.19,LOW,2025-10-22T15:37:13.144979
MER25544848,City Bus - Uptown #134,4111,LOCAL_TRANSIT,USA,ACQ39836388,5416086.39,HIGH,2025-10-22T15:37:13.144982
MER36535558,Quick Bites - North #135,5814,FAST_FOOD,USA,ACQ13413916,3094874.72,HIGH,2025-10-22T15:37:13.144985
MER74489707,Metro Transit - Square #136,4111,LOCAL_TRANSIT,USA,ACQ40786358,7323709.86,LOW,2025-10-22T15:37:13.144987
MER21300861,Italian Kitchen - Uptown #137,5812,RESTAURANTS,USA,ACQ10563009,1808769.78,LOW,2025-10-22T15:37:13.144990
MER43654535,Active Life - Mall #138,7941,SPORTS_RECREATION,USA,ACQ75850566,966945.20,LOW,2025-10-22T15:37:13.144993
MER64803093,Sports Bar - Plaza #139,5813,BARS_TAVERNS,USA,ACQ95206264,6242503.43,LOW,2025-10-22T15:37:13.144995
MER59709548,Beauty Spot - Uptown #140,7230,BEAUTY_SALONS,USA,ACQ86806618,5816031.21,MEDIUM,2025-10-22T15:37:13.144998
MER39181790,Cinema Palace - East Side #141,7832,MOVIE_THEATERS,USA,ACQ45308441,1267536.63,HIGH,2025-10-22T15:37:13.145000
MER17792829,Asian Fusion - Mall #142,5812,RESTAURANTS,USA,ACQ75850566,7382937.65,LOW,2025-10-22T15:37:13.145003
MER93989161,Mega Store - Square #143,5311,DEPARTMENT_STORES,USA,ACQ51737079,386737.75,LOW,2025-10-22T15:37:13.145006
MER96486880,Hair Studio - Street #144,7230,BEAUTY_SALONS,USA,ACQ59401973,8769414.66,HIGH,2025-10-22T15:37:13.145008
MER68933709,Quick Fuel - Mall #145,5541,GAS_STATIONS,USA,ACQ16364440,2024396.18,LOW,2025-10-22T15:37:13.145011
MER10672368,Family Department - Mall #146,5311,DEPARTMENT_STORES,USA,ACQ16364440,6621063.60,LOW,2025-10-22T15:37:13.145015
MER15960636,City Bus - Downtown #147,4111,LOCAL_TRANSIT,USA,ACQ14812868,639597.70,MEDIUM,2025-10-22T15:37:13.145017
MER93663069,Petal Palace - Center #148,5193,FLORISTS,USA,ACQ68295546,5838863.10,LOW,2025-10-22T15:37:13.145020
MER35963122,PC Store - West End #149,5045,COMPUTERS,USA,ACQ75850566,6840204.45,LOW,2025-10-22T15:37:13.145022
MER17733869,Movie House - South #150,7832,MOVIE_THEATERS,USA,ACQ74154390,5768621.70,MEDIUM,2025-10-22T15:37:13.145025
MER81941517,Movie House - Uptown #151,7832,MOVIE_THEATERS,USA,ACQ92975636,7773549.07,LOW,2025-10-22T15:37:13.145027
MER61878859,Express Airways - South #152,4511,AIRLINES,USA,ACQ67044521,4711811.18,LOW,2025-10-22T15:37:13.145030
MER48664268,Express Airways - West End #153,4511,AIRLINES,USA,ACQ26762752,4235104.03,MEDIUM,2025-10-22T15:37:13.145032
MER50103436,Italian Kitchen - Plaza #154,5812,RESTAURANTS,USA,ACQ74171756,684125.56,LOW,2025-10-22T15:37:13.145035
MER56743505,The Pub - Plaza #155,5813,BARS_TAVERNS,USA,ACQ39836388,2776873.56,HIGH,2025-10-22T15:37:13.145037
MER80242550,Sky Airlines - Center #156,4511,AIRLINES,USA,ACQ59102917,5972336.85,LOW,2025-10-22T15:37:13.145040
MER78720349,Shoe Palace - Downtown #157,5661,SHOE_STORES,USA,ACQ34991824,3477844.49,HIGH,2025-10-22T15:37:13.145042
MER75680163,Burger Joint - Mall #158,5814,FAST_FOOD,USA,ACQ16134854,7892457.68,MEDIUM,2025-10-22T15:37:13.145045
MER77484334,Quick Bites - Center #159,5814,FAST_FOOD,USA,ACQ37193460,6219030.16,LOW,2025-10-22T15:37:13.145047
MER24732168,Highway Stop - East Side #160,5541,GAS_STATIONS,USA,ACQ42686261,4112503.28,HIGH,2025-10-22T15:37:13.145050
MER32021843,Quick Fuel - North #161,5541,GAS_STATIONS,USA,ACQ68295546,7880371.62,LOW,2025-10-22T15:37:13.145052
MER28107531,Footwear Express - South #162,5661,SHOE_STORES,USA,ACQ65324468,3650953.40,MEDIUM,2025-10-22T15:37:13.145055
MER80084068,Sky Airlines - Downtown #163,4511,AIRLINES,USA,ACQ45308441,6119335.52,LOW,2025-10-22T15:37:13.145057
MER71568333,Asian Fusion - Center #164,5812,RESTAURANTS,USA,ACQ10563009,1386000.23,MEDIUM,2025-10-22T15:37:13.145060
MER58964323,Comfort Shoes - Uptown #165,5661,SHOE_STORES,USA,ACQ16364440,4661302.17,LOW,2025-10-22T15:37:13.145063
MER71557292,Variety Shop - Street #166,5999,MISC_RETAIL,USA,ACQ65459438,5342283.35,MEDIUM,2025-10-22T15:37:13.145065
MER60065588,Computer World - Plaza #167,5045,COMPUTERS,USA,ACQ16364440,7771153.43,LOW,2025-10-22T15:37:13.145068
MER57261969,Book Haven - Center #168,5942,BOOKSTORES,USA,ACQ42686261,4161129.28,MEDIUM,2025-10-22T15:37:13.145070
MER57572450,Fitness Club - Downtown #169,7941,SPORTS_RECREATION,USA,ACQ23062126,696080.15,MEDIUM,2025-10-22T15:37:13.145073
MER85192987,Film Center - East Side #170,7832,MOVIE_THEATERS,USA,ACQ23920854,4561112.13,LOW,2025-10-22T15:37:13.145075
MER64779953,Sky Airlines - Plaza #171,4511,AIRLINES,USA,ACQ39836388,327817.09,LOW,2025-10-22T15:37:13.145078
MER88573135,Flower Shop - Center #172,5193,FLORISTS,USA,ACQ40786358,574752.81,LOW,2025-10-22T15:37:13.145080
MER80570073,Electronics Plus - Avenue #173,5732,ELECTRONICS,USA,ACQ27025684,201880.12,LOW,2025-10-22T15:37:13.145083
MER72284231,Organic Market - South #174,5411,GROCERY_STORES,USA,ACQ16786748,3169762.84,MEDIUM,2025-10-22T15:37:13.145086
MER58431138,Mega Store - Plaza #175,5311,DEPARTMENT_STORES,USA,ACQ37193460,3196313.49,LOW,2025-10-22T15:37:13.145088
MER82372381,Luxury Suites - West End #176,7011,HOTELS_MOTELS,USA,ACQ17047272,3422791.99,MEDIUM,2025-10-22T15:37:13.145091
MER20725711,General Store - Plaza #177,5999,MISC_RETAIL,USA,ACQ40786358,129497.29,LOW,2025-10-22T15:37:13.145093
MER47714705,Variety Shop - Mall #178,5999,MISC_RETAIL,USA,ACQ87709603,5091664.16,LOW,2025-10-22T15:37:13.145095
MER14751054,City Bus - East Side #179,4111,LOCAL_TRANSIT,USA,ACQ42686261,7739473.73,MEDIUM,2025-10-22T15:37:13.145098
MER17570664,Film Center - North #180,7832,MOVIE_THEATERS,USA,ACQ95206264,4113882.33,LOW,2025-10-22T15:37:13.145100
MER57367178,Global Air - Uptown #181,4511,AIRLINES,USA,ACQ98849091,2890864.74,LOW,2025-10-22T15:37:13.145103
MER83126762,Sports Center - West End #182,7941,SPORTS_RECREATION,USA,ACQ59328743,7771946.29,LOW,2025-10-22T15:37:13.145105
MER59697616,Petal Palace - Street #183,5193,FLORISTS,USA,ACQ84731635,5861791.21,LOW,2025-10-22T15:37:13.145107
MER34426826,Sky Airlines - Downtown #184,4511,AIRLINES,USA,ACQ63601601,6963352.79,MEDIUM,2025-10-22T15:37:13.145110
MER22954670,Movie House - Center #185,7832,MOVIE_THEATERS,USA,ACQ68206259,8853967.92,MEDIUM,2025-10-22T15:37:13.145112
MER16027660,Super Mart - West End #186,5411,GROCERY_STORES,USA,ACQ77184510,7939880.31,LOW,2025-10-22T15:37:13.145115
MER54141516,Gadget Store - Uptown #187,5732,ELECTRONICS,USA,ACQ80412924,5047505.73,HIGH,2025-10-22T15:37:13.145117
MER70915024,Family Department - Uptown #188,5311,DEPARTMENT_STORES,USA,ACQ83195410,5663225.10,LOW,2025-10-22T15:37:13.145120
MER80094591,Comfort Shoes - Mall #189,5661,SHOE_STORES,USA,ACQ98776980,3148228.05,LOW,2025-10-22T15:37:13.145122
MER58133669,Flower Shop - Uptown #190,5193,FLORISTS,USA,ACQ10563009,4861093.15,MEDIUM,2025-10-22T15:37:13.145125
MER36919753,Medical Center - Center #191,8011,DOCTORS,USA,ACQ83431757,746068.82,LOW,2025-10-22T15:37:13.145127
MER28796589,Fast Eats - Center #192,5814,FAST_FOOD,USA,ACQ51737079,8231564.90,HIGH,2025-10-22T15:37:13.145130
MER75303497,Shoe Palace - Avenue #193,5661,SHOE_STORES,USA,ACQ89360629,6917721.23,MEDIUM,2025-10-22T15:37:13.145132
MER45080720,The Pub - Square #194,5813,BARS_TAVERNS,USA,ACQ59401973,6512277.23,HIGH,2025-10-22T15:37:13.145135
MER49352371,Metro Transit - Uptown #195,4111,LOCAL_TRANSIT,USA,ACQ65324468,892470.75,LOW,2025-10-22T15:37:13.145137
MER81459922,Italian Kitchen - Avenue #196,5812,RESTAURANTS,USA,ACQ86667273,9288056.16,LOW,2025-10-22T15:37:13.145140
MER37979514,The Pub - North #197,5813,BARS_TAVERNS,USA,ACQ83195410,8619439.27,MEDIUM,2025-10-22T15:37:13.145142
MER57537540,Library Shop - Plaza #198,5942,BOOKSTORES,USA,ACQ23062126,4518864.45,LOW,2025-10-22T15:37:13.145144
MER92050367,The Pub - South #199,5813,BARS_TAVERNS,USA,ACQ83431757,5779362.65,LOW,2025-10-22T15:37:13.145147
MER91581330,Glamour Salon - Center #200,7230,BEAUTY_SALONS,USA,ACQ95206264,9488316.92,HIGH,2025-10-22T15:37:13.145149
