response_id,campaign_id,customer_id,sent_date,delivered_date,opened_date,clicked_date,converted_date,conversion_order_id,conversion_amount,response_status
RESP_000033,CAMP003,4255,2025-08-28 03:49:03.285031,2025-08-28 04:00:02.382383,2025-08-29 09:00:48.841335,,,,0.00,opened
RESP_000034,CAMP004,4255,2025-09-15 01:38:52.585289,2025-09-15 02:27:00.229675,,,,,0.00,delivered
RESP_000035,CAMP005,4255,2025-10-05 03:09:02.114037,2025-10-05 04:30:35.616375,,,,,0.00,delivered
RESP_000036,CAMP001,1721,2025-07-19 20:28:14.547959,2025-07-19 21:05:28.325077,,,,,0.00,delivered
RESP_000037,CAMP002,1721,2025-08-08 19:57:52.193712,,,,,,0.00,bounced
RESP_000038,CAMP003,1721,2025-08-28 03:49:03.285031,2025-08-28 04:59:41.466099,2025-08-28 14:41:06.882877,,,,0.00,opened
RESP_000039,CAMP004,1721,2025-09-15 01:38:52.585289,,,,,,0.00,bounced
RESP_000040,CAMP005,1721,2025-10-05 03:09:02.114037,2025-10-05 05:02:12.098372,,,,,0.00,delivered
RESP_000041,CAMP001,2751,2025-07-19 20:28:14.547959,2025-07-19 21:22:14.30469,,,,,0.00,delivered
RESP_000042,CAMP002,2751,2025-08-08 19:57:52.193712,2025-08-08 21:02:36.35969,,,,,0.00,delivered
RESP_000043,CAMP003,2751,2025-08-28 03:49:03.285031,,,,,,0.00,bounced
RESP_000044,CAMP004,2751,2025-09-15 01:38:52.585289,2025-09-15 02:12:20.11112,,,,,0.00,delivered
RESP_000045,CAMP005,2751,2025-10-05 03:09:02.114037,2025-10-05 04:49:49.674698,,,,,0.00,delivered
RESP_000046,CAMP001,1062,2025-07-19 20:28:14.547959,2025-07-19 21:35:58.973602,,,,,0.00,delivered
RESP_000047,CAMP002,1062,2025-08-08 19:57:52.193712,2025-08-08 20:33:16.268545,,,,,0.00,delivered
RESP_000048,CAMP003,1062,2025-08-28 03:49:03.285031,,2025-08-29 08:52:20.041898,,,,0.00,bounced
RESP_000049,CAMP004,1062,2025-09-15 01:38:52.585289,2025-09-15 02:44:24.280706,,,,,0.00,delivered
RESP_000050,CAMP005,1062,2025-10-05 03:09:02.114037,2025-10-05 04:17:01.317871,,,,,0.00,delivered
RESP_000051,CAMP001,253,2025-07-19 20:28:14.547959,2025-07-19 21:40:34.451897,,,,,0.00,delivered
RESP_000052,CAMP002,253,2025-08-08 19:57:52.193712,2025-08-08 21:47:02.61938,,,,,0.00,delivered
RESP_000053,CAMP003,253,2025-08-28 03:49:03.285031,2025-08-28 04:20:23.835963,,,,,0.00,delivered
RESP_000054,CAMP004,253,2025-09-15 01:38:52.585289,2025-09-15 02:25:37.356341,,,,,0.00,delivered
RESP_000055,CAMP005,253,2025-10-05 03:09:02.114037,2025-10-05 03:15:07.561548,,2025-10-07 12:43:56.311728,,,0.00,clicked
RESP_000056,CAMP001,2587,2025-07-19 20:28:14.547959,2025-07-19 21:19:59.642684,,,,,0.00,delivered
RESP_000057,CAMP002,2587,2025-08-08 19:57:52.193712,2025-08-08 21:23:01.614135,,,,,0.00,delivered
RESP_000058,CAMP003,2587,2025-08-28 03:49:03.285031,2025-08-28 04:04:33.274873,,,,,0.00,delivered
RESP_000059,CAMP004,2587,2025-09-15 01:38:52.585289,2025-09-15 03:21:13.505361,,,,,0.00,delivered
RESP_000060,CAMP005,2587,2025-10-05 03:09:02.114037,2025-10-05 03:47:19.971825,2025-10-07 00:30:10.792562,,,,0.00,opened
RESP_000061,CAMP001,4177,2025-07-19 20:28:14.547959,2025-07-19 21:57:21.639592,,,,,0.00,delivered
RESP_000062,CAMP002,4177,2025-08-08 19:57:52.193712,2025-08-08 20:36:04.996317,,,,,0.00,delivered
RESP_000063,CAMP003,4177,2025-08-28 03:49:03.285031,2025-08-28 04:47:08.048152,2025-08-28 13:30:48.862898,,,,0.00,opened
RESP_000064,CAMP004,4177,2025-09-15 01:38:52.585289,2025-09-15 03:32:33.342821,,,,,0.00,delivered
RESP_000065,CAMP005,4177,2025-10-05 03:09:02.114037,2025-10-05 04:22:37.219842,,,,,0.00,delivered
RESP_000066,CAMP001,2994,2025-07-19 20:28:14.547959,2025-07-19 21:06:10.09473,,,,,0.00,delivered
RESP_000067,CAMP002,2994,2025-08-08 19:57:52.193712,2025-08-08 20:54:34.345037,,,,,0.00,delivered
RESP_000068,CAMP003,2994,2025-08-28 03:49:03.285031,2025-08-28 04:00:50.488467,2025-08-28 22:16:21.098002,,,,0.00,opened
RESP_000069,CAMP004,2994,2025-09-15 01:38:52.585289,,,,,,0.00,bounced
RESP_000070,CAMP005,2994,2025-10-05 03:09:02.114037,2025-10-05 05:01:18.26591,,,,,0.00,delivered
RESP_000071,CAMP001,3838,2025-07-19 20:28:14.547959,2025-07-19 21:10:59.465102,,,,,0.00,delivered
RESP_000072,CAMP002,3838,2025-08-08 19:57:52.193712,2025-08-08 20:32:21.167005,,,,,0.00,delivered
RESP_000073,CAMP003,3838,2025-08-28 03:49:03.285031,2025-08-28 04:42:12.594719,2025-08-28 13:53:28.546828,,,,0.00,opened
RESP_000074,CAMP004,3838,2025-09-15 01:38:52.585289,2025-09-15 02:33:38.266382,,,,,0.00,delivered
RESP_000075,CAMP005,3838,2025-10-05 03:09:02.114037,2025-10-05 04:14:10.814199,2025-10-05 12:11:08.736293,,,,0.00,opened
RESP_000076,CAMP001,313,2025-07-19 20:28:14.547959,2025-07-19 22:08:56.418197,,,,,0.00,delivered
RESP_000077,CAMP002,313,2025-08-08 19:57:52.193712,2025-08-08 21:38:09.998822,,,,,0.00,delivered
RESP_000078,CAMP003,313,2025-08-28 03:49:03.285031,2025-08-28 05:12:28.024424,,,,,0.00,delivered
RESP_000079,CAMP004,313,2025-09-15 01:38:52.585289,2025-09-15 03:35:01.908878,,,,,0.00,delivered
RESP_000080,CAMP005,313,2025-10-05 03:09:02.114037,2025-10-05 03:27:39.601359,,,,,0.00,delivered
RESP_000081,CAMP001,1719,2025-07-19 20:28:14.547959,2025-07-19 22:30:12.159556,,,,,0.00,delivered
RESP_000082,CAMP002,1719,2025-08-08 19:57:52.193712,2025-08-08 20:10:17.477386,,,,,0.00,delivered
RESP_000083,CAMP003,1719,2025-08-28 03:49:03.285031,2025-08-28 05:43:25.794802,,,,,0.00,delivered
RESP_000084,CAMP004,1719,2025-09-15 01:38:52.585289,2025-09-15 03:21:42.862414,,,,,0.00,delivered
RESP_000085,CAMP005,1719,2025-10-05 03:09:02.114037,2025-10-05 04:32:09.597234,,,,,0.00,delivered
RESP_000086,CAMP001,2196,2025-07-19 20:28:14.547959,2025-07-19 21:51:17.701525,2025-07-21 03:19:53.256519,,,,0.00,opened
RESP_000087,CAMP002,2196,2025-08-08 19:57:52.193712,2025-08-08 21:59:58.268626,,,,,0.00,delivered
RESP_000088,CAMP003,2196,2025-08-28 03:49:03.285031,2025-08-28 04:49:22.249522,2025-08-28 21:13:31.476358,,,,0.00,opened
RESP_000089,CAMP004,2196,2025-09-15 01:38:52.585289,2025-09-15 03:08:04.409813,2025-09-15 17:52:48.114563,,,,0.00,opened
RESP_000090,CAMP005,2196,2025-10-05 03:09:02.114037,,,,,,0.00,bounced
RESP_000091,CAMP001,1143,2025-07-19 20:28:14.547959,2025-07-19 20:46:21.479176,,,,,0.00,delivered
RESP_000092,CAMP002,1143,2025-08-08 19:57:52.193712,2025-08-08 20:11:50.975871,,,,,0.00,delivered
RESP_000093,CAMP003,1143,2025-08-28 03:49:03.285031,2025-08-28 04:24:06.929254,,,,,0.00,delivered
RESP_000094,CAMP004,1143,2025-09-15 01:38:52.585289,2025-09-15 02:58:26.390513,,,,,0.00,delivered
RESP_000095,CAMP005,1143,2025-10-05 03:09:02.114037,2025-10-05 03:29:45.979486,,,,,0.00,delivered
RESP_000096,CAMP001,2688,2025-07-19 20:28:14.547959,2025-07-19 21:16:27.415592,,,,,0.00,delivered
RESP_000097,CAMP002,2688,2025-08-08 19:57:52.193712,2025-08-08 21:17:53.133396,,,,,0.00,delivered
RESP_000098,CAMP003,2688,2025-08-28 03:49:03.285031,2025-08-28 05:08:04.24964,,,,,0.00,delivered
RESP_000099,CAMP004,2688,2025-09-15 01:38:52.585289,2025-09-15 03:24:51.003115,,,,,0.00,delivered
RESP_000100,CAMP005,2688,2025-10-05 03:09:02.114037,2025-10-05 05:04:12.709369,,2025-10-05 23:33:25.255728,,,0.00,clicked
RESP_000101,CAMP001,1787,2025-07-19 20:28:14.547959,2025-07-19 20:58:46.575209,,,,,0.00,delivered
RESP_000102,CAMP002,1787,2025-08-08 19:57:52.193712,2025-08-08 20:11:42.781869,,,,,0.00,delivered
RESP_000103,CAMP003,1787,2025-08-28 03:49:03.285031,2025-08-28 05:30:22.507541,,,,,0.00,delivered
RESP_000104,CAMP004,1787,2025-09-15 01:38:52.585289,2025-09-15 02:16:36.39969,,,,,0.00,delivered
RESP_000105,CAMP005,1787,2025-10-05 03:09:02.114037,,,,,,0.00,bounced
RESP_000106,CAMP001,4755,2025-07-19 20:28:14.547959,2025-07-19 22:14:13.279043,,,,,0.00,delivered
RESP_000107,CAMP002,4755,2025-08-08 19:57:52.193712,2025-08-08 20:54:30.821402,,,,,0.00,delivered
RESP_000108,CAMP003,4755,2025-08-28 03:49:03.285031,2025-08-28 04:43:26.511335,,,,,0.00,delivered
RESP_000109,CAMP004,4755,2025-09-15 01:38:52.585289,2025-09-15 01:47:44.151957,,2025-09-16 13:55:36.952665,,,0.00,clicked
RESP_000110,CAMP005,4755,2025-10-05 03:09:02.114037,2025-10-05 04:13:02.455253,,,,,0.00,delivered
RESP_000111,CAMP001,558,2025-07-19 20:28:14.547959,2025-07-19 20:48:55.337725,,,,,0.00,delivered
RESP_000112,CAMP002,558,2025-08-08 19:57:52.193712,2025-08-08 20:21:54.501957,,,,,0.00,delivered
RESP_000113,CAMP003,558,2025-08-28 03:49:03.285031,2025-08-28 04:19:33.741599,,,,,0.00,delivered
RESP_000114,CAMP004,558,2025-09-15 01:38:52.585289,2025-09-15 01:58:41.649886,,,,,0.00,delivered
RESP_000115,CAMP005,558,2025-10-05 03:09:02.114037,2025-10-05 03:49:56.91235,2025-10-06 14:51:46.757961,,,,0.00,opened
RESP_000116,CAMP001,3303,2025-07-19 20:28:14.547959,2025-07-19 21:23:58.963201,,,,,0.00,delivered
RESP_000117,CAMP002,3303,2025-08-08 19:57:52.193712,2025-08-08 20:06:40.526967,,,,,0.00,delivered
RESP_000118,CAMP003,3303,2025-08-28 03:49:03.285031,2025-08-28 05:50:02.534665,,,,,0.00,delivered
RESP_000119,CAMP004,3303,2025-09-15 01:38:52.585289,2025-09-15 03:24:50.457127,,,,,0.00,delivered
RESP_000120,CAMP005,3303,2025-10-05 03:09:02.114037,2025-10-05 05:09:48.769114,,,,,0.00,delivered
RESP_000121,CAMP001,1434,2025-07-19 20:28:14.547959,2025-07-19 22:07:46.945379,,,,,0.00,delivered
RESP_000122,CAMP002,1434,2025-08-08 19:57:52.193712,2025-08-08 20:09:09.25992,,,,,0.00,delivered
RESP_000123,CAMP003,1434,2025-08-28 03:49:03.285031,2025-08-28 05:02:20.844571,,,,,0.00,delivered
RESP_000124,CAMP004,1434,2025-09-15 01:38:52.585289,2025-09-15 02:44:37.966461,,,,,0.00,delivered
RESP_000125,CAMP005,1434,2025-10-05 03:09:02.114037,2025-10-05 03:31:39.829589,2025-10-05 11:58:48.998648,,,,0.00,opened
RESP_000126,CAMP001,1102,2025-07-19 20:28:14.547959,2025-07-19 20:50:33.522527,,,,,0.00,delivered
RESP_000127,CAMP002,1102,2025-08-08 19:57:52.193712,2025-08-08 20:16:31.89038,,,,,0.00,delivered
RESP_000128,CAMP003,1102,2025-08-28 03:49:03.285031,2025-08-28 05:06:40.565146,,,,,0.00,delivered
RESP_000129,CAMP004,1102,2025-09-15 01:38:52.585289,2025-09-15 03:12:57.100154,,,,,0.00,delivered
RESP_000130,CAMP005,1102,2025-10-05 03:09:02.114037,2025-10-05 03:54:51.853937,2025-10-06 02:33:39.390201,,,,0.00,opened
RESP_000131,CAMP001,2032,2025-07-19 20:28:14.547959,2025-07-19 22:15:22.260142,,,,,0.00,delivered
RESP_000132,CAMP002,2032,2025-08-08 19:57:52.193712,2025-08-08 21:06:01.293007,,2025-08-10 13:15:08.386205,2025-08-13 01:24:15.20325,,0.00,converted
RESP_000133,CAMP003,2032,2025-08-28 03:49:03.285031,2025-08-28 04:09:24.097564,,,,,0.00,delivered
RESP_000134,CAMP004,2032,2025-09-15 01:38:52.585289,2025-09-15 02:07:47.331748,,,,,0.00,delivered
RESP_000135,CAMP005,2032,2025-10-05 03:09:02.114037,2025-10-05 04:16:33.451414,2025-10-06 12:21:02.315505,,,,0.00,opened
RESP_000136,CAMP001,1353,2025-07-19 20:28:14.547959,2025-07-19 20:33:16.528857,,,,,0.00,delivered
RESP_000137,CAMP002,1353,2025-08-08 19:57:52.193712,2025-08-08 22:00:57.31479,,,,,0.00,delivered
RESP_000138,CAMP003,1353,2025-08-28 03:49:03.285031,2025-08-28 04:35:38.502603,,,,,0.00,delivered
RESP_000139,CAMP004,1353,2025-09-15 01:38:52.585289,2025-09-15 03:33:36.79424,,,,,0.00,delivered
RESP_000140,CAMP005,1353,2025-10-05 03:09:02.114037,2025-10-05 04:50:16.232333,,,,,0.00,delivered
RESP_000141,CAMP001,3326,2025-07-19 20:28:14.547959,2025-07-19 21:15:50.081841,,,,,0.00,delivered
RESP_000142,CAMP002,3326,2025-08-08 19:57:52.193712,2025-08-08 20:32:52.985575,,,,,0.00,delivered
RESP_000143,CAMP003,3326,2025-08-28 03:49:03.285031,2025-08-28 04:27:53.384112,2025-08-29 02:59:17.265793,,,,0.00,opened
RESP_000144,CAMP004,3326,2025-09-15 01:38:52.585289,2025-09-15 02:24:55.524479,,,,,0.00,delivered
RESP_000145,CAMP005,3326,2025-10-05 03:09:02.114037,2025-10-05 03:54:19.664538,,,,,0.00,delivered
RESP_000146,CAMP001,4823,2025-07-19 20:28:14.547959,2025-07-19 22:27:27.85838,2025-07-20 04:39:51.307742,,,,0.00,opened
RESP_000147,CAMP002,4823,2025-08-08 19:57:52.193712,2025-08-08 20:26:46.074673,2025-08-09 06:22:20.684389,,,,0.00,opened
RESP_000148,CAMP003,4823,2025-08-28 03:49:03.285031,2025-08-28 04:21:50.340805,,,,,0.00,delivered
RESP_000149,CAMP004,4823,2025-09-15 01:38:52.585289,2025-09-15 01:56:49.999575,,,,,0.00,delivered
RESP_000150,CAMP005,4823,2025-10-05 03:09:02.114037,2025-10-05 04:29:01.54981,,,,,0.00,delivered
RESP_000151,CAMP001,1539,2025-07-19 20:28:14.547959,2025-07-19 21:27:14.870901,2025-07-19 23:49:45.319811,,,,0.00,opened
RESP_000152,CAMP002,1539,2025-08-08 19:57:52.193712,,2025-08-10 00:15:44.847445,,,,0.00,bounced
RESP_000153,CAMP003,1539,2025-08-28 03:49:03.285031,2025-08-28 04:08:06.64823,,,,,0.00,delivered
RESP_000154,CAMP004,1539,2025-09-15 01:38:52.585289,2025-09-15 02:11:54.157915,,,,,0.00,delivered
RESP_000155,CAMP005,1539,2025-10-05 03:09:02.114037,2025-10-05 03:43:38.855947,2025-10-06 20:04:53.127936,,,,0.00,opened
RESP_000156,CAMP001,1401,2025-07-19 20:28:14.547959,2025-07-19 21:22:43.8454,2025-07-19 23:21:26.067769,,,,0.00,opened
RESP_000157,CAMP002,1401,2025-08-08 19:57:52.193712,2025-08-08 21:49:55.966987,2025-08-10 19:14:12.216597,,,,0.00,opened
RESP_000158,CAMP003,1401,2025-08-28 03:49:03.285031,2025-08-28 05:07:08.443109,,,,,0.00,delivered
RESP_000159,CAMP004,1401,2025-09-15 01:38:52.585289,2025-09-15 03:15:48.996713,2025-09-17 00:26:53.792211,,,,0.00,opened
RESP_000160,CAMP005,1401,2025-10-05 03:09:02.114037,2025-10-05 03:38:25.31843,,,,,0.00,delivered
RESP_000161,CAMP001,4576,2025-07-19 20:28:14.547959,,,,,,0.00,bounced
RESP_000162,CAMP002,4576,2025-08-08 19:57:52.193712,,,,,,0.00,bounced
RESP_000163,CAMP003,4576,2025-08-28 03:49:03.285031,2025-08-28 04:17:02.343212,,,,,0.00,delivered
RESP_000164,CAMP004,4576,2025-09-15 01:38:52.585289,2025-09-15 03:10:45.578131,2025-09-16 12:10:32.665679,,,,0.00,opened
RESP_000165,CAMP005,4576,2025-10-05 03:09:02.114037,2025-10-05 04:40:05.107546,,,,,0.00,delivered
RESP_000166,CAMP001,2989,2025-07-19 20:28:14.547959,2025-07-19 22:18:18.793918,2025-07-20 00:55:53.189617,2025-07-22 02:42:09.902002,,,0.00,clicked
RESP_000167,CAMP002,2989,2025-08-08 19:57:52.193712,2025-08-08 21:03:34.54823,,,,,0.00,delivered
RESP_000168,CAMP003,2989,2025-08-28 03:49:03.285031,2025-08-28 04:43:05.762952,,,,,0.00,delivered
RESP_000169,CAMP004,2989,2025-09-15 01:38:52.585289,2025-09-15 02:23:13.658149,,,,,0.00,delivered
RESP_000170,CAMP005,2989,2025-10-05 03:09:02.114037,2025-10-05 03:50:12.688616,,,,,0.00,delivered
RESP_000171,CAMP001,3482,2025-07-19 20:28:14.547959,2025-07-19 21:04:27.74845,,,,,0.00,delivered
RESP_000172,CAMP002,3482,2025-08-08 19:57:52.193712,2025-08-08 21:40:25.707565,,,,,0.00,delivered
RESP_000173,CAMP003,3482,2025-08-28 03:49:03.285031,2025-08-28 04:46:28.165305,,,,,0.00,delivered
RESP_000174,CAMP004,3482,2025-09-15 01:38:52.585289,2025-09-15 02:47:38.894486,,,,,0.00,delivered
RESP_000175,CAMP005,3482,2025-10-05 03:09:02.114037,2025-10-05 05:01:30.729317,,,,,0.00,delivered
RESP_000176,CAMP001,2361,2025-07-19 20:28:14.547959,2025-07-19 20:47:13.008859,,,,,0.00,delivered
RESP_000177,CAMP002,2361,2025-08-08 19:57:52.193712,2025-08-08 21:44:37.317809,,,,,0.00,delivered
RESP_000178,CAMP003,2361,2025-08-28 03:49:03.285031,2025-08-28 05:12:19.226035,2025-08-28 06:58:05.305791,,,,0.00,opened
RESP_000179,CAMP004,2361,2025-09-15 01:38:52.585289,2025-09-15 02:42:25.924231,,,,,0.00,delivered
RESP_000180,CAMP005,2361,2025-10-05 03:09:02.114037,2025-10-05 03:48:39.995117,,,,,0.00,delivered
RESP_000181,CAMP001,2880,2025-07-19 20:28:14.547959,2025-07-19 21:18:53.486321,,,,,0.00,delivered
RESP_000182,CAMP002,2880,2025-08-08 19:57:52.193712,2025-08-08 21:46:57.714345,,,,,0.00,delivered
RESP_000183,CAMP003,2880,2025-08-28 03:49:03.285031,2025-08-28 04:57:06.090577,,,,,0.00,delivered
RESP_000184,CAMP004,2880,2025-09-15 01:38:52.585289,2025-09-15 03:24:31.587151,2025-09-16 23:36:53.899958,,,,0.00,opened
RESP_000185,CAMP005,2880,2025-10-05 03:09:02.114037,2025-10-05 03:32:18.567994,,,,,0.00,delivered
RESP_000186,CAMP001,3765,2025-07-19 20:28:14.547959,2025-07-19 21:01:05.973873,,,,,0.00,delivered
RESP_000187,CAMP002,3765,2025-08-08 19:57:52.193712,2025-08-08 20:08:41.873501,2025-08-09 03:36:18.192874,,,,0.00,opened
RESP_000188,CAMP003,3765,2025-08-28 03:49:03.285031,2025-08-28 04:24:49.678212,,,,,0.00,delivered
RESP_000189,CAMP004,3765,2025-09-15 01:38:52.585289,2025-09-15 03:39:23.451081,,,,,0.00,delivered
RESP_000190,CAMP005,3765,2025-10-05 03:09:02.114037,2025-10-05 04:15:10.27709,,2025-10-05 21:49:15.613431,,,0.00,clicked
RESP_000191,CAMP001,3498,2025-07-19 20:28:14.547959,2025-07-19 22:15:41.866795,,,,,0.00,delivered
RESP_000192,CAMP002,3498,2025-08-08 19:57:52.193712,2025-08-08 20:09:24.114221,,,,,0.00,delivered
RESP_000193,CAMP003,3498,2025-08-28 03:49:03.285031,2025-08-28 04:46:58.137521,2025-08-28 12:53:17.131861,,,,0.00,opened
RESP_000194,CAMP004,3498,2025-09-15 01:38:52.585289,2025-09-15 03:32:17.490309,,,,,0.00,delivered
RESP_000195,CAMP005,3498,2025-10-05 03:09:02.114037,2025-10-05 04:23:49.773782,2025-10-05 07:24:57.352698,,,,0.00,opened
RESP_000196,CAMP001,4570,2025-07-19 20:28:14.547959,2025-07-19 21:20:04.56589,2025-07-20 02:34:40.16202,,,,0.00,opened
RESP_000197,CAMP002,4570,2025-08-08 19:57:52.193712,2025-08-08 21:23:31.04318,,,,,0.00,delivered
RESP_000198,CAMP003,4570,2025-08-28 03:49:03.285031,2025-08-28 04:05:45.794855,,,,,0.00,delivered
RESP_000199,CAMP004,4570,2025-09-15 01:38:52.585289,2025-09-15 02:44:02.228741,2025-09-16 19:35:19.62615,,,,0.00,opened
RESP_000200,CAMP005,4570,2025-10-05 03:09:02.114037,2025-10-05 04:30:15.707356,2025-10-06 19:25:18.859414,,,,0.00,opened
RESP_000201,CAMP001,16,2025-07-19 20:28:14.547959,2025-07-19 21:16:37.505764,,,,,0.00,delivered
RESP_000202,CAMP002,16,2025-08-08 19:57:52.193712,2025-08-08 20:09:27.811655,,,,,0.00,delivered
RESP_000203,CAMP003,16,2025-08-28 03:49:03.285031,2025-08-28 05:35:20.993605,,,,,0.00,delivered
RESP_000204,CAMP004,16,2025-09-15 01:38:52.585289,2025-09-15 02:34:56.544331,,,,,0.00,delivered
RESP_000205,CAMP005,16,2025-10-05 03:09:02.114037,2025-10-05 03:31:12.128167,2025-10-06 01:52:28.457452,,,,0.00,opened
RESP_000206,CAMP001,3692,2025-07-19 20:28:14.547959,2025-07-19 21:37:42.121449,,,,,0.00,delivered
RESP_000207,CAMP002,3692,2025-08-08 19:57:52.193712,2025-08-08 21:35:04.390417,,,,,0.00,delivered
RESP_000208,CAMP003,3692,2025-08-28 03:49:03.285031,2025-08-28 04:54:11.420313,,,,,0.00,delivered
RESP_000209,CAMP004,3692,2025-09-15 01:38:52.585289,2025-09-15 02:51:05.096471,,,,,0.00,delivered
RESP_000210,CAMP005,3692,2025-10-05 03:09:02.114037,2025-10-05 03:27:42.502147,,,,,0.00,delivered
RESP_000211,CAMP001,4917,2025-07-19 20:28:14.547959,2025-07-19 20:41:10.262096,,,,,0.00,delivered
RESP_000212,CAMP002,4917,2025-08-08 19:57:52.193712,2025-08-08 20:08:54.394822,,,,,0.00,delivered
RESP_000213,CAMP003,4917,2025-08-28 03:49:03.285031,2025-08-28 05:07:15.464998,2025-08-28 07:13:38.96735,,,,0.00,opened
