match_id,customer_id,product_id,similarity_score,recommendation_type,match_date,clicked,purchased,recommendation_context
MATCH_073060,43938,P000420,0.6000,style_based,2025-09-29 22:04:02.810915,t,t,homepage_recommendations
MATCH_010783,33877,P000157,0.6000,style_based,2025-09-29 22:00:07.226527,t,t,homepage_recommendations
MATCH_082886,24869,P000612,0.6000,style_based,2025-09-29 21:57:26.403759,t,t,homepage_recommendations
MATCH_067933,39742,P000176,0.6000,style_based,2025-09-29 21:57:16.935756,t,t,homepage_recommendations
MATCH_026154,20494,P000506,0.6000,style_based,2025-09-29 21:56:04.521166,t,t,homepage_recommendations
MATCH_067674,41905,P000696,0.6000,style_based,2025-09-29 21:52:52.850056,t,t,homepage_recommendations
MATCH_093440,6692,P000544,0.6000,style_based,2025-09-29 21:49:13.109407,t,t,homepage_recommendations
MATCH_053775,259,P000057,0.6000,style_based,2025-09-29 21:43:46.259588,t,t,homepage_recommendations
MATCH_029426,23198,P000625,0.6000,style_based,2025-09-29 21:43:31.625215,t,t,homepage_recommendations
MATCH_008511,2972,P000140,0.6000,style_based,2025-09-29 21:43:19.843158,t,t,homepage_recommendations
MATCH_032062,17778,P000132,0.6000,style_based,2025-09-29 21:42:47.777861,t,t,homepage_recommendations
MATCH_042669,20411,P000654,0.6000,style_based,2025-09-29 21:42:02.720205,t,t,homepage_recommendations
MATCH_039202,5967,P000087,0.6000,style_based,2025-09-29 21:40:22.055751,t,t,homepage_recommendations
MATCH_090399,7881,P000384,0.6000,style_based,2025-09-29 21:38:29.793713,t,t,homepage_recommendations
MATCH_066975,35145,P000057,0.6000,style_based,2025-09-29 21:37:33.275138,t,t,homepage_recommendations
MATCH_090891,24787,P000655,0.6000,style_based,2025-09-29 21:34:47.631596,t,t,homepage_recommendations
MATCH_096000,23320,P000388,0.6000,style_based,2025-09-29 21:33:50.507876,t,t,homepage_recommendations
MATCH_044422,30285,P000600,0.6000,style_based,2025-09-29 21:33:12.656721,t,t,homepage_recommendations
MATCH_078104,26840,P000437,0.6000,style_based,2025-09-29 21:31:09.003289,t,t,homepage_recommendations
MATCH_085178,22303,P000303,0.6000,style_based,2025-09-29 21:30:47.570588,t,t,homepage_recommendations
MATCH_022277,45315,P000329,0.6000,style_based,2025-09-29 21:28:32.027497,t,t,homepage_recommendations
MATCH_003961,4950,P000561,0.6000,style_based,2025-09-29 21:27:40.265406,t,t,homepage_recommendations
MATCH_069641,13491,P000652,0.6000,style_based,2025-09-29 21:26:54.790066,t,t,homepage_recommendations
MATCH_076353,8323,P000677,0.6000,style_based,2025-09-29 21:26:01.447304,t,t,homepage_recommendations
MATCH_020869,40787,P000654,0.6000,style_based,2025-09-29 21:25:12.21041,t,t,homepage_recommendations
MATCH_089740,12915,P000544,0.6000,style_based,2025-09-29 21:22:38.863857,t,t,homepage_recommendations
MATCH_025415,10591,P000476,0.6000,style_based,2025-09-29 21:20:52.652588,t,t,homepage_recommendations
MATCH_077909,7856,P000377,0.6000,style_based,2025-09-29 21:20:38.823579,t,t,homepage_recommendations
MATCH_092101,539,P000351,0.6000,style_based,2025-09-29 21:18:37.410321,t,t,homepage_recommendations
MATCH_021543,12982,P000500,0.6000,style_based,2025-09-29 21:13:08.967975,t,t,homepage_recommendations
MATCH_073267,44985,P000700,0.6000,style_based,2025-09-29 21:11:38.665622,t,t,homepage_recommendations
MATCH_016204,25144,P000437,0.6000,style_based,2025-09-29 21:11:18.247537,t,t,homepage_recommendations
MATCH_023421,12717,P000605,0.6000,style_based,2025-09-29 21:07:08.949096,t,t,homepage_recommendations
MATCH_013675,2886,P000057,0.6000,style_based,2025-09-29 21:06:52.241395,t,t,homepage_recommendations
MATCH_057646,7449,P000513,0.6000,style_based,2025-09-29 21:04:29.484777,t,t,homepage_recommendations
MATCH_045346,47372,P000513,0.6000,style_based,2025-09-29 21:04:15.546205,t,t,homepage_recommendations
MATCH_087936,25629,P000446,0.6000,style_based,2025-09-29 21:04:07.980103,t,t,homepage_recommendations
MATCH_057730,14266,P000036,0.6000,style_based,2025-09-29 21:01:40.27466,t,t,homepage_recommendations
MATCH_091138,40159,P000252,0.6000,style_based,2025-09-29 21:00:13.488268,t,t,homepage_recommendations
MATCH_027109,29947,P000377,0.6000,style_based,2025-09-29 20:58:26.310568,t,t,homepage_recommendations
MATCH_032243,21604,P000500,0.6000,style_based,2025-09-29 20:57:10.321975,t,t,homepage_recommendations
MATCH_011289,32844,P000338,0.6000,style_based,2025-09-29 20:55:09.205506,t,t,homepage_recommendations
MATCH_070108,34601,P000243,0.6000,style_based,2025-09-29 20:55:04.824738,t,t,homepage_recommendations
MATCH_029162,966,P000132,0.6000,style_based,2025-09-29 20:54:25.820436,t,t,homepage_recommendations
MATCH_064916,23648,P000473,0.6000,style_based,2025-09-29 20:52:44.245826,t,t,homepage_recommendations
MATCH_037281,15106,P000026,0.6000,style_based,2025-09-29 20:52:09.317974,t,t,homepage_recommendations
MATCH_062251,31168,P000707,0.6000,style_based,2025-09-29 20:50:30.413784,t,t,homepage_recommendations
MATCH_024872,4428,P000099,0.6000,style_based,2025-09-29 20:50:28.216088,t,t,homepage_recommendations
MATCH_012189,19906,P000338,0.6000,style_based,2025-09-29 20:48:52.640588,t,t,homepage_recommendations
MATCH_046228,2913,P000680,0.6000,style_based,2025-09-29 20:47:22.297748,t,t,homepage_recommendations
MATCH_060987,45798,P000356,0.6000,style_based,2025-09-29 20:47:10.501323,t,t,homepage_recommendations
MATCH_062443,3529,P000500,0.6000,style_based,2025-09-29 20:45:21.601597,t,t,homepage_recommendations
MATCH_071788,16678,P000535,0.6000,style_based,2025-09-29 20:45:02.926465,t,t,homepage_recommendations
MATCH_003355,23989,P000309,0.6000,style_based,2025-09-29 20:44:14.759679,t,t,homepage_recommendations
MATCH_004099,27415,P000384,0.6000,style_based,2025-09-29 20:43:52.203755,t,t,homepage_recommendations
MATCH_053717,259,P000322,0.6000,style_based,2025-09-29 20:41:36.350515,t,t,homepage_recommendations
MATCH_097242,27074,P000585,0.6000,style_based,2025-09-29 20:40:43.053916,t,t,homepage_recommendations
MATCH_058664,27747,P000536,0.6000,style_based,2025-09-29 20:40:11.785255,t,t,homepage_recommendations
MATCH_098460,6103,P000420,0.6000,style_based,2025-09-29 20:39:14.26147,t,t,homepage_recommendations
MATCH_013972,16895,P000099,0.6000,style_based,2025-09-29 20:35:25.725739,t,t,homepage_recommendations
MATCH_028306,5148,P000414,0.6000,style_based,2025-09-29 20:34:58.523475,t,t,homepage_recommendations
MATCH_065693,21766,P000105,0.6000,style_based,2025-09-29 20:33:23.555615,t,t,homepage_recommendations
MATCH_014979,7736,P000593,0.6000,style_based,2025-09-29 20:33:18.983476,t,t,homepage_recommendations
MATCH_030317,41649,P000322,0.6000,style_based,2025-09-29 20:32:05.208132,t,t,homepage_recommendations
MATCH_058918,18762,P000458,0.6000,style_based,2025-09-29 20:31:09.87554,t,t,homepage_recommendations
MATCH_063207,1245,P000695,0.6000,style_based,2025-09-29 20:26:42.72813,t,t,homepage_recommendations
MATCH_014774,3892,P000696,0.6000,style_based,2025-09-29 20:24:31.09364,t,t,homepage_recommendations
MATCH_009672,15144,P000099,0.6000,style_based,2025-09-29 20:23:32.53707,t,t,homepage_recommendations
MATCH_043045,17962,P000657,0.6000,style_based,2025-09-29 20:23:07.637984,t,t,homepage_recommendations
MATCH_070625,33819,P000005,0.6000,style_based,2025-09-29 20:20:25.533281,t,t,homepage_recommendations
MATCH_089204,28127,P000437,0.6000,style_based,2025-09-29 20:19:44.762597,t,t,homepage_recommendations
MATCH_003807,23836,P000695,0.6000,style_based,2025-09-29 20:18:13.517688,t,t,homepage_recommendations
MATCH_014375,38453,P000057,0.6000,style_based,2025-09-29 20:13:13.086999,t,t,homepage_recommendations
MATCH_057425,20138,P000005,0.6000,style_based,2025-09-29 20:12:47.631581,t,t,homepage_recommendations
MATCH_065220,27748,P000289,0.6000,style_based,2025-09-29 20:11:14.334412,t,t,homepage_recommendations
MATCH_035933,11380,P000176,0.6000,style_based,2025-09-29 20:11:05.168018,t,t,homepage_recommendations
MATCH_050852,25604,P000136,0.6000,style_based,2025-09-29 20:09:25.114651,t,t,homepage_recommendations
MATCH_093340,28884,P000544,0.6000,style_based,2025-09-29 20:07:42.791411,t,t,homepage_recommendations
MATCH_009072,38393,P000099,0.6000,style_based,2025-09-29 20:07:23.112799,t,t,homepage_recommendations
MATCH_029705,48493,P000299,0.6010,style_based,2025-09-29 20:06:04.130366,t,t,homepage_recommendations
MATCH_058227,2038,P000270,0.6010,style_based,2025-09-29 20:06:02.212664,t,t,homepage_recommendations
MATCH_096365,30916,P000225,0.6010,style_based,2025-09-29 20:04:37.649148,t,t,homepage_recommendations
MATCH_040273,47713,P000343,0.6010,style_based,2025-09-29 20:04:08.981794,t,t,homepage_recommendations
MATCH_033076,25852,P000031,0.6010,style_based,2025-09-29 20:03:32.117004,t,t,homepage_recommendations
MATCH_098074,45476,P000696,0.6010,style_based,2025-09-29 20:03:19.423505,t,t,homepage_recommendations
MATCH_077419,17414,P000588,0.6010,style_based,2025-09-29 20:02:24.849453,t,t,homepage_recommendations
MATCH_032045,17778,P000657,0.6010,style_based,2025-09-29 20:00:24.331362,t,t,homepage_recommendations
MATCH_059046,41303,P000513,0.6010,style_based,2025-09-29 19:58:02.514877,t,t,homepage_recommendations
MATCH_075008,45897,P000243,0.6010,style_based,2025-09-29 19:57:53.232944,t,t,homepage_recommendations
MATCH_084399,28381,P000384,0.6010,style_based,2025-09-29 19:57:01.259796,t,t,homepage_recommendations
MATCH_075296,21789,P000118,0.6010,style_based,2025-09-29 19:56:27.850925,t,t,homepage_recommendations
MATCH_013825,47450,P000005,0.6010,style_based,2025-09-29 19:56:05.401411,t,t,homepage_recommendations
MATCH_027228,41388,P000680,0.6010,style_based,2025-09-29 19:55:03.271655,t,t,homepage_recommendations
MATCH_026654,27945,P000506,0.6010,style_based,2025-09-29 19:54:59.557061,t,t,homepage_recommendations
MATCH_002745,33847,P000657,0.6010,style_based,2025-09-29 19:52:35.089759,t,t,homepage_recommendations
MATCH_042897,473,P000033,0.6010,style_based,2025-09-29 19:51:39.733094,t,t,homepage_recommendations
MATCH_037074,45171,P000696,0.6010,style_based,2025-09-29 19:50:02.50137,t,t,homepage_recommendations
MATCH_031996,14945,P000118,0.6010,style_based,2025-09-29 19:44:22.024815,t,t,homepage_recommendations
MATCH_009335,44171,P000267,0.6010,style_based,2025-09-29 19:42:51.642373,t,t,homepage_recommendations
MATCH_065713,9980,P000621,0.6010,style_based,2025-09-29 19:42:39.41663,t,t,homepage_recommendations
MATCH_014509,48471,P000377,0.6010,style_based,2025-09-29 19:42:33.400217,t,t,homepage_recommendations
MATCH_076930,3110,P000036,0.6010,style_based,2025-09-29 19:40:55.797223,t,t,homepage_recommendations
MATCH_007102,371,P000087,0.6010,style_based,2025-09-29 19:40:35.701191,t,t,homepage_recommendations
MATCH_013884,47450,P000649,0.6010,style_based,2025-09-29 19:39:24.929922,t,t,homepage_recommendations
MATCH_083518,39264,P000458,0.6010,style_based,2025-09-29 19:35:50.451722,t,t,homepage_recommendations
MATCH_074961,3602,P000561,0.6010,style_based,2025-09-29 19:35:00.968849,t,t,homepage_recommendations
MATCH_019362,42348,P000132,0.6010,style_based,2025-09-29 19:34:45.714706,t,t,homepage_recommendations
MATCH_040582,11490,P000402,0.6010,style_based,2025-09-29 19:33:26.032236,t,t,homepage_recommendations
MATCH_030537,9767,P000693,0.6010,style_based,2025-09-29 19:32:43.899519,t,t,homepage_recommendations
MATCH_086489,44227,P000338,0.6010,style_based,2025-09-29 19:31:55.480158,t,t,homepage_recommendations
MATCH_024732,13057,P000602,0.6010,style_based,2025-09-29 19:29:15.572956,t,t,homepage_recommendations
MATCH_091127,40159,P000270,0.6010,style_based,2025-09-29 19:29:05.045601,t,t,homepage_recommendations
MATCH_027028,6307,P000680,0.6010,style_based,2025-09-29 19:27:47.467891,t,t,homepage_recommendations
MATCH_033206,37659,P000414,0.6010,style_based,2025-09-29 19:26:52.381589,t,t,homepage_recommendations
MATCH_072371,4415,P000706,0.6010,style_based,2025-09-29 19:26:28.780839,t,t,homepage_recommendations
MATCH_092567,3679,P000700,0.6010,style_based,2025-09-29 19:24:39.615313,t,t,homepage_recommendations
MATCH_040427,34085,P000270,0.6010,style_based,2025-09-29 19:22:28.14377,t,t,homepage_recommendations
MATCH_025957,37389,P000594,0.6010,style_based,2025-09-29 19:21:50.718685,t,t,homepage_recommendations
MATCH_062061,14647,P000561,0.6010,style_based,2025-09-29 19:21:49.959017,t,t,homepage_recommendations
MATCH_066340,45832,P000544,0.6010,style_based,2025-09-29 19:21:44.949849,t,t,homepage_recommendations
MATCH_071092,32921,P000681,0.6010,style_based,2025-09-29 19:20:48.810525,t,t,homepage_recommendations
MATCH_083387,22099,P000356,0.6010,style_based,2025-09-29 19:20:45.465468,t,t,homepage_recommendations
MATCH_076898,2957,P000083,0.6010,style_based,2025-09-29 19:20:14.144105,t,t,homepage_recommendations
MATCH_039886,598,P000612,0.6010,style_based,2025-09-29 19:20:13.399129,t,t,homepage_recommendations
MATCH_074368,29335,P000314,0.6010,style_based,2025-09-29 19:19:25.93971,t,t,homepage_recommendations
MATCH_004683,1842,P000157,0.6010,style_based,2025-09-29 19:19:14.430142,t,t,homepage_recommendations
MATCH_053575,43969,P000057,0.6010,style_based,2025-09-29 19:16:43.566059,t,t,homepage_recommendations
MATCH_018522,23678,P000600,0.6010,style_based,2025-09-29 19:15:32.682669,t,t,homepage_recommendations
MATCH_053030,45398,P000036,0.6010,style_based,2025-09-29 19:15:20.19443,t,t,homepage_recommendations
MATCH_081945,36025,P000657,0.6010,style_based,2025-09-29 19:14:45.435142,t,t,homepage_recommendations
MATCH_094776,8351,P000031,0.6010,style_based,2025-09-29 19:11:38.521111,t,t,homepage_recommendations
MATCH_053738,259,P000252,0.6010,style_based,2025-09-29 19:09:33.009077,t,t,homepage_recommendations
MATCH_016773,31351,P000343,0.6010,style_based,2025-09-29 19:09:16.366445,t,t,homepage_recommendations
MATCH_078542,2131,P000585,0.6010,style_based,2025-09-29 19:08:35.35272,t,t,homepage_recommendations
MATCH_072272,31557,P000099,0.6010,style_based,2025-09-29 19:03:23.857246,t,t,homepage_recommendations
MATCH_048183,3290,P000157,0.6010,style_based,2025-09-29 19:02:46.645068,t,t,homepage_recommendations
MATCH_084107,20586,P000695,0.6010,style_based,2025-09-29 19:02:05.851839,t,t,homepage_recommendations
MATCH_042439,43993,P000496,0.6010,style_based,2025-09-29 18:57:33.306817,t,t,homepage_recommendations
MATCH_017611,19276,P000140,0.6010,style_based,2025-09-29 18:55:21.921966,t,t,homepage_recommendations
MATCH_017589,7153,P000338,0.6010,style_based,2025-09-29 18:54:55.046813,t,t,homepage_recommendations
MATCH_052461,40983,P000561,0.6010,style_based,2025-09-29 18:53:58.961868,t,t,homepage_recommendations
MATCH_074757,12014,P000594,0.6010,style_based,2025-09-29 18:53:06.763747,t,t,homepage_recommendations
MATCH_008743,45953,P000500,0.6010,style_based,2025-09-29 18:52:34.814064,t,t,homepage_recommendations
MATCH_018651,24335,P000707,0.6010,style_based,2025-09-29 18:49:19.265854,t,t,homepage_recommendations
MATCH_005864,33655,P000536,0.6010,style_based,2025-09-29 18:48:10.522849,t,t,homepage_recommendations
MATCH_084577,4331,P000329,0.6010,style_based,2025-09-29 18:46:54.387869,t,t,homepage_recommendations
MATCH_050725,12039,P000005,0.6010,style_based,2025-09-29 18:44:02.624555,t,t,homepage_recommendations
MATCH_091757,23784,P000594,0.6010,style_based,2025-09-29 18:43:28.630343,t,t,homepage_recommendations
MATCH_032877,23283,P000329,0.6010,style_based,2025-09-29 18:42:56.612552,t,t,homepage_recommendations
MATCH_006696,39525,P000118,0.6010,style_based,2025-09-29 18:42:52.023003,t,t,homepage_recommendations
MATCH_092273,19772,P000343,0.6010,style_based,2025-09-29 18:32:19.273909,t,t,homepage_recommendations
MATCH_083401,37166,P000351,0.6010,style_based,2025-09-29 18:29:48.322003,t,t,homepage_recommendations
MATCH_008366,15968,P000004,0.6010,style_based,2025-09-29 18:28:42.932963,t,t,homepage_recommendations
MATCH_018387,6706,P000356,0.6010,style_based,2025-09-29 18:27:15.178067,t,t,homepage_recommendations
MATCH_036157,40394,P000594,0.6010,style_based,2025-09-29 18:27:01.519056,t,t,homepage_recommendations
MATCH_086948,16705,P000597,0.6010,style_based,2025-09-29 18:24:52.437789,t,t,homepage_recommendations
MATCH_091460,46981,P000420,0.6010,style_based,2025-09-29 18:24:52.429698,t,t,homepage_recommendations
MATCH_005355,39983,P000309,0.6010,style_based,2025-09-29 18:24:48.948652,t,t,homepage_recommendations
MATCH_091724,23784,P000226,0.6010,style_based,2025-09-29 18:24:37.521293,t,t,homepage_recommendations
MATCH_087656,19679,P000550,0.6010,style_based,2025-09-29 18:24:14.575349,t,t,homepage_recommendations
MATCH_098721,16718,P000605,0.6010,style_based,2025-09-29 18:24:04.131527,t,t,homepage_recommendations
MATCH_006898,29301,P000083,0.6010,style_based,2025-09-29 18:23:44.215438,t,t,homepage_recommendations
MATCH_053474,28335,P000696,0.6010,style_based,2025-09-29 18:23:37.980867,t,t,homepage_recommendations
MATCH_042873,473,P000343,0.6010,style_based,2025-09-29 18:22:37.378094,t,t,homepage_recommendations
MATCH_099604,20544,P000437,0.6010,style_based,2025-09-29 18:22:16.569501,t,t,homepage_recommendations
MATCH_049385,25718,P000288,0.6010,style_based,2025-09-29 18:21:29.483978,t,t,homepage_recommendations
MATCH_017662,19276,P000132,0.6010,style_based,2025-09-29 18:21:13.619802,t,t,homepage_recommendations
MATCH_003153,5061,P000677,0.6010,style_based,2025-09-29 18:19:52.402175,t,t,homepage_recommendations
MATCH_028568,43497,P000314,0.6010,style_based,2025-09-29 18:18:20.351819,t,t,homepage_recommendations
MATCH_090759,40428,P000389,0.6010,style_based,2025-09-29 18:14:52.780883,t,t,homepage_recommendations
MATCH_052976,39961,P000031,0.6010,style_based,2025-09-29 18:14:18.781449,t,t,homepage_recommendations
MATCH_073937,4770,P000693,0.6010,style_based,2025-09-29 18:13:28.621878,t,t,homepage_recommendations
MATCH_074479,10806,P000593,0.6010,style_based,2025-09-29 18:10:33.504611,t,t,homepage_recommendations
MATCH_090604,14259,P000437,0.6010,style_based,2025-09-29 18:08:53.580702,t,t,homepage_recommendations
MATCH_006360,12490,P000420,0.6010,style_based,2025-09-29 18:06:18.840246,t,t,homepage_recommendations
MATCH_020736,48485,P000446,0.6010,style_based,2025-09-29 18:05:43.279159,t,t,homepage_recommendations
MATCH_008596,2972,P000118,0.6010,style_based,2025-09-29 18:04:57.182197,t,t,homepage_recommendations
MATCH_011780,636,P000298,0.6010,style_based,2025-09-29 18:04:19.865013,t,t,homepage_recommendations
MATCH_036320,4267,P000289,0.6010,style_based,2025-09-29 18:01:38.309316,t,t,homepage_recommendations
MATCH_029889,34360,P000338,0.6010,style_based,2025-09-29 18:00:28.439961,t,t,homepage_recommendations
MATCH_043751,29513,P000707,0.6010,style_based,2025-09-29 17:59:53.533644,t,t,homepage_recommendations
MATCH_036772,44429,P000099,0.6010,style_based,2025-09-29 17:58:25.559106,t,t,homepage_recommendations
MATCH_055197,26333,P000033,0.6010,style_based,2025-09-29 17:58:16.732675,t,t,homepage_recommendations
MATCH_062884,20154,P000649,0.6010,style_based,2025-09-29 17:56:38.11051,t,t,homepage_recommendations
MATCH_061056,27052,P000550,0.6010,style_based,2025-09-29 17:56:27.9128,t,t,homepage_recommendations
MATCH_049466,49148,P000004,0.6010,style_based,2025-09-29 17:52:21.685713,t,t,homepage_recommendations
MATCH_085981,30794,P000026,0.6010,style_based,2025-09-29 17:51:53.589314,t,t,homepage_recommendations
MATCH_079448,40593,P000597,0.6010,style_based,2025-09-29 17:50:33.310353,t,t,homepage_recommendations
MATCH_038563,12693,P000688,0.6010,style_based,2025-09-29 17:49:12.291858,t,t,homepage_recommendations
MATCH_098945,2984,P000657,0.6010,style_based,2025-09-29 17:48:15.928325,t,t,homepage_recommendations
MATCH_006374,12490,P000696,0.6010,style_based,2025-09-29 17:44:51.013309,t,t,homepage_recommendations
MATCH_085839,37007,P000496,0.6010,style_based,2025-09-29 17:43:42.288343,t,t,homepage_recommendations
MATCH_060389,30440,P000338,0.6010,style_based,2025-09-29 17:40:29.846622,t,t,homepage_recommendations
MATCH_002384,26383,P000649,0.6010,style_based,2025-09-29 17:36:43.121886,t,t,homepage_recommendations
MATCH_082268,1224,P000314,0.6010,style_based,2025-09-29 17:36:07.279242,t,t,homepage_recommendations
MATCH_099504,38752,P000437,0.6010,style_based,2025-09-29 17:33:14.438422,t,t,homepage_recommendations
MATCH_076594,15040,P000478,0.6010,style_based,2025-09-29 17:31:40.617494,t,t,homepage_recommendations
MATCH_062083,14647,P000157,0.6010,style_based,2025-09-29 17:29:34.89198,t,t,homepage_recommendations
MATCH_043343,17949,P000500,0.6010,style_based,2025-09-29 17:29:16.317873,t,t,homepage_recommendations
MATCH_086089,43952,P000338,0.6010,style_based,2025-09-29 17:27:43.393326,t,t,homepage_recommendations
MATCH_098331,32662,P000474,0.6010,style_based,2025-09-29 17:24:38.27866,t,t,homepage_recommendations
MATCH_061484,17855,P000649,0.6010,style_based,2025-09-29 17:23:58.447728,t,t,homepage_recommendations
MATCH_085843,37007,P000500,0.6010,style_based,2025-09-29 17:23:48.934161,t,t,homepage_recommendations
MATCH_035640,24122,P000544,0.6010,style_based,2025-09-29 17:22:11.892285,t,t,homepage_recommendations
MATCH_091524,49667,P000226,0.6010,style_based,2025-09-29 17:18:28.634213,t,t,homepage_recommendations
MATCH_000914,40922,P000387,0.6010,style_based,2025-09-29 17:17:48.906392,t,t,homepage_recommendations
MATCH_062429,3529,P000571,0.6010,style_based,2025-09-29 17:16:06.405021,t,t,homepage_recommendations
MATCH_091450,46981,P000103,0.6010,style_based,2025-09-29 17:14:15.408155,t,t,homepage_recommendations
MATCH_053705,259,P000299,0.6010,style_based,2025-09-29 17:12:48.390159,t,t,homepage_recommendations
MATCH_069139,21893,P000496,0.6010,style_based,2025-09-29 17:12:41.037075,t,t,homepage_recommendations
MATCH_029629,46164,P000571,0.6010,style_based,2025-09-29 17:10:03.361886,t,t,homepage_recommendations
MATCH_088875,12868,P000057,0.6010,style_based,2025-09-29 17:07:19.591945,t,t,homepage_recommendations
MATCH_083491,37166,P000655,0.6010,style_based,2025-09-29 17:03:34.739005,t,t,homepage_recommendations
MATCH_015214,44005,P000387,0.6010,style_based,2025-09-29 17:03:21.805421,t,t,homepage_recommendations
MATCH_009443,38778,P000500,0.6010,style_based,2025-09-29 17:02:53.750527,t,t,homepage_recommendations
MATCH_087932,25629,P000602,0.6010,style_based,2025-09-29 17:02:17.689054,t,t,homepage_recommendations
MATCH_041706,33003,P000414,0.6010,style_based,2025-09-29 17:00:25.366036,t,t,homepage_recommendations
MATCH_089789,12915,P000338,0.6010,style_based,2025-09-29 16:59:38.885379,t,t,homepage_recommendations
MATCH_079356,34222,P000550,0.6010,style_based,2025-09-29 16:59:15.559364,t,t,homepage_recommendations
MATCH_071546,14459,P000513,0.6010,style_based,2025-09-29 16:59:09.359666,t,t,homepage_recommendations
MATCH_083631,33025,P000474,0.6010,style_based,2025-09-29 16:58:46.476207,t,t,homepage_recommendations
MATCH_023510,46585,P000246,0.6010,style_based,2025-09-29 16:58:29.352797,t,t,homepage_recommendations
MATCH_023205,5753,P000299,0.6010,style_based,2025-09-29 16:57:00.272353,t,t,homepage_recommendations
MATCH_091691,42170,P000655,0.6010,style_based,2025-09-29 16:56:10.529513,t,t,homepage_recommendations
MATCH_030431,14926,P000474,0.6010,style_based,2025-09-29 16:55:23.939567,t,t,homepage_recommendations
