merchant_id,merchant_name,merchant_category_code,merchant_category_name,merchant_country,acquirer_id,annual_volume,risk_level,created_at
MER32047064,Tech Solutions - Downtown #49,5045,COMPUTERS,USA,ACQ13508397,6890576.32,HIGH,2025-10-19T21:30:43.967396
MER19821675,Organic Market - Mall #50,5411,GROCERY_STORES,USA,ACQ94048168,7645880.05,LOW,2025-10-19T21:30:43.967399
MER47437562,Sports Bar - West End #51,5813,BARS_TAVERNS,USA,ACQ11132099,6458211.21,MEDIUM,2025-10-19T21:30:43.967402
MER69324749,Fitness Club - Center #52,7941,SPORTS_RECREATION,USA,ACQ88727470,3635237.34,HIGH,2025-10-19T21:30:43.967405
MER77869167,Quick Bites - West End #53,5814,FAST_FOOD,USA,ACQ89350472,8539031.15,HIGH,2025-10-19T21:30:43.967408
MER97573196,Express Airways - Street #54,4511,AIRLINES,USA,ACQ78785655,2594226.01,LOW,2025-10-19T21:30:43.967411
MER56157973,Super Mart - Downtown #55,5411,GROCERY_STORES,USA,ACQ38730798,2131377.01,LOW,2025-10-19T21:30:43.967413
MER78130681,Steakhouse - Plaza #56,5812,RESTAURANTS,USA,ACQ41821524,9659240.39,LOW,2025-10-19T21:30:43.967416
MER69725179,City Center - East Side #57,5311,DEPARTMENT_STORES,USA,ACQ18467458,5715306.81,MEDIUM,2025-10-19T21:30:43.967419
MER82512287,Sports Center - East Side #58,7941,SPORTS_RECREATION,USA,ACQ18467458,7803438.66,LOW,2025-10-19T21:30:43.967422
MER43386431,Movie House - West End #59,7832,MOVIE_THEATERS,USA,ACQ53482202,613455.15,LOW,2025-10-19T21:30:43.967425
MER59489062,Fresh Market - Center #60,5411,GROCERY_STORES,USA,ACQ80454677,6544161.04,LOW,2025-10-19T21:30:43.967427
MER19273799,Petal Palace - Mall #61,5193,FLORISTS,USA,ACQ39147115,7421816.83,MEDIUM,2025-10-19T21:30:43.967430
MER74965799,Library Shop - West End #62,5942,BOOKSTORES,USA,ACQ17831942,3012852.01,LOW,2025-10-19T21:30:43.967433
MER40553593,Sky Airlines - South #63,4511,AIRLINES,USA,ACQ56879322,5110198.53,MEDIUM,2025-10-19T21:30:43.967436
MER23198677,Rapid Rail - Plaza #64,4111,LOCAL_TRANSIT,USA,ACQ89178472,6101025.45,LOW,2025-10-19T21:30:43.967439
MER63145827,Global Air - Downtown #65,4511,AIRLINES,USA,ACQ48464257,226068.06,LOW,2025-10-19T21:30:43.967442
MER10050766,Burger Joint - Downtown #66,5814,FAST_FOOD,USA,ACQ94152273,5048803.09,MEDIUM,2025-10-19T21:30:43.967445
MER18096886,The Bistro - West End #67,5812,RESTAURANTS,USA,ACQ72678117,2084437.06,LOW,2025-10-19T21:30:43.967448
MER68461312,Global Air - East Side #68,4511,AIRLINES,USA,ACQ75820573,8286610.87,LOW,2025-10-19T21:30:43.967450
MER69018119,Highway Stop - Square #69,5541,GAS_STATIONS,USA,ACQ64791428,1607063.15,LOW,2025-10-19T21:30:43.967455
MER27510727,Highway Stop - Street #70,5541,GAS_STATIONS,USA,ACQ68711523,2029822.96,LOW,2025-10-19T21:30:43.967458
MER86070937,Beauty Spot - Street #71,7230,BEAUTY_SALONS,USA,ACQ48464257,3050383.95,LOW,2025-10-19T21:30:43.967461
MER84982961,Super Mart - North #72,5411,GROCERY_STORES,USA,ACQ96235091,7891982.29,LOW,2025-10-19T21:30:43.967464
MER27298690,Corner Tavern - Street #73,5813,BARS_TAVERNS,USA,ACQ10199198,3141953.75,MEDIUM,2025-10-19T21:30:43.967466
MER49705644,Italian Kitchen - Square #74,5812,RESTAURANTS,USA,ACQ78785655,1020441.00,LOW,2025-10-19T21:30:43.967470
MER48679952,Asian Fusion - Center #75,5812,RESTAURANTS,USA,ACQ55534300,6456894.76,LOW,2025-10-19T21:30:43.967472
MER35960639,Burger Joint - Center #76,5814,FAST_FOOD,USA,ACQ96167960,7596778.06,MEDIUM,2025-10-19T21:30:43.967475
MER78732031,Sky Airlines - East Side #77,4511,AIRLINES,USA,ACQ15661235,6021915.99,LOW,2025-10-19T21:30:43.967478
MER74043384,Electronics Plus - East Side #78,5732,ELECTRONICS,USA,ACQ78785655,2662238.29,LOW,2025-10-19T21:30:43.967481
MER95482772,Variety Shop - Uptown #79,5999,MISC_RETAIL,USA,ACQ18467458,5462425.73,LOW,2025-10-19T21:30:43.967484
MER50703638,Fast Eats - Avenue #80,5814,FAST_FOOD,USA,ACQ62715157,6333962.79,LOW,2025-10-19T21:30:43.967487
MER52618416,Sports Center - Square #81,7941,SPORTS_RECREATION,USA,ACQ49800473,5013175.23,MEDIUM,2025-10-19T21:30:43.967490
MER91757197,Metro Transit - West End #82,4111,LOCAL_TRANSIT,USA,ACQ69425290,6364538.21,MEDIUM,2025-10-19T21:30:43.967493
MER41466790,Quick Bites - West End #83,5814,FAST_FOOD,USA,ACQ10199198,2882440.67,LOW,2025-10-19T21:30:43.967495
MER66859211,Express Gas - Plaza #84,5541,GAS_STATIONS,USA,ACQ72678117,7155899.86,LOW,2025-10-19T21:30:43.967498
MER96809206,Gadget Store - West End #85,5732,ELECTRONICS,USA,ACQ89178472,1028300.80,LOW,2025-10-19T21:30:43.967501
MER78220410,Beauty Spot - Street #86,7230,BEAUTY_SALONS,USA,ACQ78785655,9976504.13,MEDIUM,2025-10-19T21:30:43.967506
MER99587548,Reader's Corner - South #87,5942,BOOKSTORES,USA,ACQ15352021,2528667.38,MEDIUM,2025-10-19T21:30:43.967509
MER66580755,Health Drugs - Plaza #88,5912,DRUG_STORES,USA,ACQ53482202,1337773.24,LOW,2025-10-19T21:30:43.967512
MER85475635,Flower Shop - Mall #89,5193,FLORISTS,USA,ACQ17831942,6000380.86,LOW,2025-10-19T21:30:43.967515
MER11593948,Comfort Shoes - Plaza #90,5661,SHOE_STORES,USA,ACQ78785655,2186102.79,LOW,2025-10-19T21:30:43.967518
MER45042619,Organic Market - Plaza #91,5411,GROCERY_STORES,USA,ACQ73495889,3903203.55,LOW,2025-10-19T21:30:43.967521
MER11319482,Health Drugs - Plaza #92,5912,DRUG_STORES,USA,ACQ39709134,8459708.04,MEDIUM,2025-10-19T21:30:43.967524
MER34548418,General Store - Street #93,5999,MISC_RETAIL,USA,ACQ55008575,3093187.04,MEDIUM,2025-10-19T21:30:43.967527
MER78488246,Active Life - Street #94,7941,SPORTS_RECREATION,USA,ACQ56538930,9696221.82,LOW,2025-10-19T21:30:43.967530
MER54205515,Book Haven - Uptown #95,5942,BOOKSTORES,USA,ACQ49890880,4593495.68,LOW,2025-10-19T21:30:43.967533
MER90958515,Reader's Corner - Plaza #96,5942,BOOKSTORES,USA,ACQ64694522,2107319.36,LOW,2025-10-19T21:30:43.967536
MER99841185,Bloom Garden - Street #97,5193,FLORISTS,USA,ACQ95976277,8915601.06,LOW,2025-10-19T21:30:43.967539
MER83379345,Family Department - West End #98,5311,DEPARTMENT_STORES,USA,ACQ85961761,1731566.22,MEDIUM,2025-10-19T21:30:43.967542
MER13421643,Fresh Market - Mall #99,5411,GROCERY_STORES,USA,ACQ55534300,66884.13,MEDIUM,2025-10-19T21:30:43.967545
MER39220231,Book Haven - Mall #100,5942,BOOKSTORES,USA,ACQ10199198,8817389.47,MEDIUM,2025-10-19T21:30:43.967548
MER90142404,Express Gas - Street #101,5541,GAS_STATIONS,USA,ACQ69425290,7372244.73,MEDIUM,2025-10-19T21:30:43.967551
MER84683467,Variety Shop - Avenue #102,5999,MISC_RETAIL,USA,ACQ55534300,2371076.57,LOW,2025-10-19T21:30:43.967554
MER77977760,Mega Store - East Side #103,5311,DEPARTMENT_STORES,USA,ACQ94048168,7282132.71,LOW,2025-10-19T21:30:43.967557
MER62267210,Active Life - North #104,7941,SPORTS_RECREATION,USA,ACQ73495889,8334441.92,LOW,2025-10-19T21:30:43.967560
MER18853935,Tech Solutions - South #105,5045,COMPUTERS,USA,ACQ69425290,7051831.97,MEDIUM,2025-10-19T21:30:43.967562
MER41206406,Glamour Salon - South #106,7230,BEAUTY_SALONS,USA,ACQ49800473,1451368.14,MEDIUM,2025-10-19T21:30:43.967565
MER30832651,Highway Stop - Downtown #107,5541,GAS_STATIONS,USA,ACQ70476569,3777061.38,LOW,2025-10-19T21:30:43.967568
MER39430541,Petal Palace - South #108,5193,FLORISTS,USA,ACQ40073549,9867178.28,LOW,2025-10-19T21:30:43.967571
MER36287233,Quick Fuel - North #109,5541,GAS_STATIONS,USA,ACQ72696667,7778824.44,LOW,2025-10-19T21:30:43.967574
MER54591004,Shoe Palace - Center #110,5661,SHOE_STORES,USA,ACQ61710197,2198482.96,LOW,2025-10-19T21:30:43.967577
MER94229010,Italian Kitchen - Avenue #111,5812,RESTAURANTS,USA,ACQ89178472,6460669.86,LOW,2025-10-19T21:30:43.967580
MER28191100,Grand Hotel - North #112,7011,HOTELS_MOTELS,USA,ACQ38881026,7123352.14,LOW,2025-10-19T21:30:43.967583
MER66791836,Comfort Shoes - Street #113,5661,SHOE_STORES,USA,ACQ13508397,8673980.35,LOW,2025-10-19T21:30:43.967585
MER74369213,Luxury Suites - Center #114,7011,HOTELS_MOTELS,USA,ACQ96167960,2812256.52,MEDIUM,2025-10-19T21:30:43.967588
MER71110987,Glamour Salon - Avenue #115,7230,BEAUTY_SALONS,USA,ACQ12075350,5502647.33,LOW,2025-10-19T21:30:43.967591
MER78000249,Sports Bar - Street #116,5813,BARS_TAVERNS,USA,ACQ59528290,8629895.21,LOW,2025-10-19T21:30:43.967594
MER65052445,Shoe Palace - West End #117,5661,SHOE_STORES,USA,ACQ34975353,8025305.15,LOW,2025-10-19T21:30:43.967597
MER81592986,Footwear Express - Street #118,5661,SHOE_STORES,USA,ACQ69425290,9787242.58,LOW,2025-10-19T21:30:43.967600
MER26126869,Hair Studio - South #119,7230,BEAUTY_SALONS,USA,ACQ69246647,7090631.09,LOW,2025-10-19T21:30:43.967602
MER39124785,Film Center - Mall #120,7832,MOVIE_THEATERS,USA,ACQ64791428,9416637.06,MEDIUM,2025-10-19T21:30:43.967605
MER51883726,Corner Tavern - Square #121,5813,BARS_TAVERNS,USA,ACQ72696667,8200501.04,MEDIUM,2025-10-19T21:30:43.967608
MER33925365,Medical Center - North #122,8011,DOCTORS,USA,ACQ39709134,7859689.78,LOW,2025-10-19T21:30:43.967611
MER73709396,Quick Fuel - West End #123,5541,GAS_STATIONS,USA,ACQ10020765,9000598.80,LOW,2025-10-19T21:30:43.967614
MER30338095,Movie House - Square #124,7832,MOVIE_THEATERS,USA,ACQ10020765,5731163.29,LOW,2025-10-19T21:30:43.967617
MER87109348,Footwear Express - South #125,5661,SHOE_STORES,USA,ACQ11132099,5362214.47,MEDIUM,2025-10-19T21:30:43.967622
MER23348357,Shoe Palace - Plaza #126,5661,SHOE_STORES,USA,ACQ64791428,6003857.43,LOW,2025-10-19T21:30:43.967625
MER23181566,City Pharmacy - South #127,5912,DRUG_STORES,USA,ACQ41181329,765334.73,LOW,2025-10-19T21:30:43.967627
MER95232396,Book Haven - Avenue #128,5942,BOOKSTORES,USA,ACQ12075350,1023541.49,MEDIUM,2025-10-19T21:30:43.967630
MER23867668,Family Department - East Side #129,5311,DEPARTMENT_STORES,USA,ACQ50716989,8140321.53,LOW,2025-10-19T21:30:43.967633
MER45137815,Electronics Plus - Downtown #130,5732,ELECTRONICS,USA,ACQ78785655,1348439.82,HIGH,2025-10-19T21:30:43.967636
MER78396156,Italian Kitchen - Avenue #131,5812,RESTAURANTS,USA,ACQ69956196,6193292.18,LOW,2025-10-19T21:30:43.967640
MER24856711,Comfort Shoes - Avenue #132,5661,SHOE_STORES,USA,ACQ53482202,2081171.44,LOW,2025-10-19T21:30:43.967643
MER96859126,Express Gas - Mall #133,5541,GAS_STATIONS,USA,ACQ11132099,2557787.02,MEDIUM,2025-10-19T21:30:43.967646
MER85983330,Care Doctors - Plaza #134,8011,DOCTORS,USA,ACQ15352021,2887880.99,LOW,2025-10-19T21:30:43.967649
MER13014707,Family Department - Center #135,5311,DEPARTMENT_STORES,USA,ACQ85961761,105359.88,LOW,2025-10-19T21:30:43.967652
MER80615472,City Pharmacy - South #136,5912,DRUG_STORES,USA,ACQ17831942,4646972.26,LOW,2025-10-19T21:30:43.967654
MER80340485,Medical Center - Avenue #137,8011,DOCTORS,USA,ACQ17831942,7119263.83,MEDIUM,2025-10-19T21:30:43.967657
MER41196097,Movie House - Center #138,7832,MOVIE_THEATERS,USA,ACQ49890880,1244958.21,MEDIUM,2025-10-19T21:30:43.967660
MER76839754,Sky Airlines - Avenue #139,4511,AIRLINES,USA,ACQ40073549,1159106.07,MEDIUM,2025-10-19T21:30:43.967663
MER74140312,Corner Tavern - Downtown #140,5813,BARS_TAVERNS,USA,ACQ95976277,1060061.63,LOW,2025-10-19T21:30:43.967666
MER22197342,Tech World - South #141,5732,ELECTRONICS,USA,ACQ94152273,7281869.81,LOW,2025-10-19T21:30:43.967669
MER28517379,Electronics Plus - South #142,5732,ELECTRONICS,USA,ACQ11132099,9578989.55,MEDIUM,2025-10-19T21:30:43.967671
MER15136529,Quick Bites - North #143,5814,FAST_FOOD,USA,ACQ69425290,7391344.97,LOW,2025-10-19T21:30:43.967674
MER98342688,Comfort Shoes - Center #144,5661,SHOE_STORES,USA,ACQ48564596,423030.03,LOW,2025-10-19T21:30:43.967677
MER97584357,Active Life - Street #145,7941,SPORTS_RECREATION,USA,ACQ40073549,8123899.26,MEDIUM,2025-10-19T21:30:43.967679
MER95883721,Tech Solutions - South #146,5045,COMPUTERS,USA,ACQ64791428,5321124.75,LOW,2025-10-19T21:30:43.967682
MER28304187,Sky Airlines - West End #147,4511,AIRLINES,USA,ACQ98286717,6757706.33,HIGH,2025-10-19T21:30:43.967687
MER41484362,City Pharmacy - West End #148,5912,DRUG_STORES,USA,ACQ10199198,5182527.48,LOW,2025-10-19T21:30:43.967689
MER23207805,Organic Market - West End #149,5411,GROCERY_STORES,USA,ACQ96364524,1085724.79,LOW,2025-10-19T21:30:43.967703
MER50184140,Highway Stop - West End #150,5541,GAS_STATIONS,USA,ACQ56879322,5593504.68,LOW,2025-10-19T21:30:43.967706
MER66808975,Tech Solutions - North #151,5045,COMPUTERS,USA,ACQ48253947,2625946.00,LOW,2025-10-19T21:30:43.967709
MER68213487,The Pub - Plaza #152,5813,BARS_TAVERNS,USA,ACQ96167960,7005216.98,LOW,2025-10-19T21:30:43.967712
MER82270193,Tech World - Mall #153,5732,ELECTRONICS,USA,ACQ82093695,4209460.11,LOW,2025-10-19T21:30:43.967715
MER97186550,Highway Stop - Downtown #154,5541,GAS_STATIONS,USA,ACQ72696667,7719067.63,LOW,2025-10-19T21:30:43.967718
MER40886729,Electronics Plus - West End #155,5732,ELECTRONICS,USA,ACQ38730798,9401255.13,LOW,2025-10-19T21:30:43.967721
MER32039739,Highway Stop - Plaza #156,5541,GAS_STATIONS,USA,ACQ59528290,7446136.31,MEDIUM,2025-10-19T21:30:43.967724
MER26337091,Book Haven - Square #157,5942,BOOKSTORES,USA,ACQ61710197,7293650.40,MEDIUM,2025-10-19T21:30:43.967726
MER23972539,Sky Airlines - Plaza #158,4511,AIRLINES,USA,ACQ41181329,2072164.16,MEDIUM,2025-10-19T21:30:43.967729
MER71115065,Mega Store - Square #159,5311,DEPARTMENT_STORES,USA,ACQ39709134,9498765.21,MEDIUM,2025-10-19T21:30:43.967732
MER64728716,Computer World - Avenue #160,5045,COMPUTERS,USA,ACQ73495889,3379549.80,MEDIUM,2025-10-19T21:30:43.967735
MER11151843,Book Haven - West End #161,5942,BOOKSTORES,USA,ACQ56879322,784826.59,LOW,2025-10-19T21:30:43.967737
MER70251356,Tech World - Street #162,5732,ELECTRONICS,USA,ACQ64694522,6658024.52,LOW,2025-10-19T21:30:43.967740
MER21193385,Budget Inn - Center #163,7011,HOTELS_MOTELS,USA,ACQ91755504,4418309.44,LOW,2025-10-19T21:30:43.967743
MER77945211,Fitness Club - Avenue #164,7941,SPORTS_RECREATION,USA,ACQ96235091,841305.56,HIGH,2025-10-19T21:30:43.967746
MER70017007,Family Department - North #165,5311,DEPARTMENT_STORES,USA,ACQ39709134,5526508.51,LOW,2025-10-19T21:30:43.967748
MER69240197,Beauty Spot - Mall #166,7230,BEAUTY_SALONS,USA,ACQ34975353,8496717.99,MEDIUM,2025-10-19T21:30:43.967751
MER92819847,Movie House - Mall #167,7832,MOVIE_THEATERS,USA,ACQ56538930,310577.23,LOW,2025-10-19T21:30:43.967754
MER80539118,City Bus - Street #168,4111,LOCAL_TRANSIT,USA,ACQ56879322,9206131.37,MEDIUM,2025-10-19T21:30:43.967757
MER83711932,Health Drugs - South #169,5912,DRUG_STORES,USA,ACQ21389405,7930534.02,LOW,2025-10-19T21:30:43.967759
MER34599324,Tech World - Mall #170,5732,ELECTRONICS,USA,ACQ48564596,2817741.85,LOW,2025-10-19T21:30:43.967762
MER79085822,Computer World - Street #171,5045,COMPUTERS,USA,ACQ34975353,5025125.08,LOW,2025-10-19T21:30:43.967765
MER83349856,Fast Eats - Street #172,5814,FAST_FOOD,USA,ACQ61710197,2174082.36,LOW,2025-10-19T21:30:43.967768
MER97343441,Comfort Shoes - Mall #173,5661,SHOE_STORES,USA,ACQ34975353,3245823.56,LOW,2025-10-19T21:30:43.967770
MER26840020,Footwear Express - Center #174,5661,SHOE_STORES,USA,ACQ10199198,5141294.73,MEDIUM,2025-10-19T21:30:43.967773
MER82685936,Tech Solutions - West End #175,5045,COMPUTERS,USA,ACQ15352021,2189687.85,MEDIUM,2025-10-19T21:30:43.967776
MER17960805,Tech Solutions - Uptown #176,5045,COMPUTERS,USA,ACQ52151745,9822577.20,MEDIUM,2025-10-19T21:30:43.967779
MER12547027,Super Mart - Street #177,5411,GROCERY_STORES,USA,ACQ91755504,6330608.89,LOW,2025-10-19T21:30:43.967782
MER41915282,Electronics Plus - Mall #178,5732,ELECTRONICS,USA,ACQ96235091,3349963.43,LOW,2025-10-19T21:30:43.967785
MER47353808,Italian Kitchen - North #179,5812,RESTAURANTS,USA,ACQ64791428,2569317.29,LOW,2025-10-19T21:30:43.967787
MER64696769,Global Air - Avenue #180,4511,AIRLINES,USA,ACQ55008575,1955703.69,HIGH,2025-10-19T21:30:43.967790
MER78299565,Asian Fusion - Center #181,5812,RESTAURANTS,USA,ACQ41181329,5928611.05,MEDIUM,2025-10-19T21:30:43.967793
MER84876080,Organic Market - North #182,5411,GROCERY_STORES,USA,ACQ75820573,1903370.90,LOW,2025-10-19T21:30:43.967796
MER33813358,Petal Palace - Square #183,5193,FLORISTS,USA,ACQ69425290,5932493.45,LOW,2025-10-19T21:30:43.967798
MER84005535,Movie House - Street #184,7832,MOVIE_THEATERS,USA,ACQ72696667,5368279.26,LOW,2025-10-19T21:30:43.967801
MER41082656,Health Clinic - North #185,8011,DOCTORS,USA,ACQ78716846,7335566.13,MEDIUM,2025-10-19T21:30:43.967804
MER32424012,Burger Joint - Square #186,5814,FAST_FOOD,USA,ACQ69246647,5762194.51,LOW,2025-10-19T21:30:43.967807
MER85625006,Shoe Palace - Downtown #187,5661,SHOE_STORES,USA,ACQ88727470,785785.97,LOW,2025-10-19T21:30:43.967810
MER75012533,Family Department - Avenue #188,5311,DEPARTMENT_STORES,USA,ACQ38881026,3957879.91,LOW,2025-10-19T21:30:43.967812
MER65499300,Corner Tavern - North #189,5813,BARS_TAVERNS,USA,ACQ45737195,7625570.43,LOW,2025-10-19T21:30:43.967815
MER10856297,Movie House - Street #190,7832,MOVIE_THEATERS,USA,ACQ72696667,8601430.34,MEDIUM,2025-10-19T21:30:43.967818
MER71800224,Value Foods - North #191,5411,GROCERY_STORES,USA,ACQ10199198,9017310.88,MEDIUM,2025-10-19T21:30:43.967821
MER15632022,Metro Transit - East Side #192,4111,LOCAL_TRANSIT,USA,ACQ10020765,2632410.95,MEDIUM,2025-10-19T21:30:43.967824
MER83187859,Fitness Club - Avenue #193,7941,SPORTS_RECREATION,USA,ACQ48464257,9556803.34,LOW,2025-10-19T21:30:43.967826
MER85106107,Tech World - West End #194,5732,ELECTRONICS,USA,ACQ64544883,1578218.72,LOW,2025-10-19T21:30:43.967829
MER44956397,Rapid Rail - Plaza #195,4111,LOCAL_TRANSIT,USA,ACQ45737195,8304098.58,HIGH,2025-10-19T21:30:43.967832
MER62033865,Electronics Plus - South #196,5732,ELECTRONICS,USA,ACQ52151745,5617095.63,LOW,2025-10-19T21:30:43.967835
MER82393571,Bloom Garden - Center #197,5193,FLORISTS,USA,ACQ41181329,2241553.71,LOW,2025-10-19T21:30:43.967837
MER15298036,Cinema Palace - Square #198,7832,MOVIE_THEATERS,USA,ACQ69425290,5873112.41,LOW,2025-10-19T21:30:43.967840
MER52474511,Petal Palace - East Side #199,5193,FLORISTS,USA,ACQ98286717,4521530.58,LOW,2025-10-19T21:30:43.967843
MER55406426,Highway Stop - Street #200,5541,GAS_STATIONS,USA,ACQ14228164,4315360.57,MEDIUM,2025-10-19T21:30:43.967846
MER96734276,Reader's Corner - South #201,5942,BOOKSTORES,USA,ACQ34975353,3899746.32,LOW,2025-10-19T21:30:43.967848
